"Singa";"Lion";"Singa jantan memiliki bulu lebih tebal daripada singa betina";"Male lions have thicker fur than female lions";"Noun, Noun"
"singa betina";"Female lion";"Singa betina bertanggung jawab untuk berburu makanan bagi keluarga";"Female lions are responsible for hunting food for the family";"Noun, Noun"
"Singapura";"Singapore";"Singapura adalah negara kecil yang terletak di Asia Tenggara";"Singapore is a small country located in Southeast Asia";"Noun"
"situs pencari";"Search engine";"Google adalah salah satu situs pencari terpopuler di dunia";"Google is one of the most popular search engines in the world";"Noun, Noun"
"situs web jaringan sosial";"Social networking site";"Facebook adalah salah satu situs web jaringan sosial terbesar di dunia";"Facebook is one of the largest social networking sites in the world";"Noun, Noun, Noun"
"ski";"Ski";"Tidak banyak orang di Indonesia yang pernah mencoba ski karena negara ini tidak memiliki salju";"Not many people in Indonesia have tried skiing because the country doesn't have snow";"Noun, Verb"
"skuter";"Scooter";"Banyak orang di Indonesia menggunakan skuter sebagai transportasi sehari-hari";"Many people in Indonesia use scooters as their daily transportation";"Noun"
"Skype";"Skype";"Skype adalah aplikasi video call yang sangat populer di seluruh dunia";"Skype is a very popular video call application around the world";"Noun"
"SMP (Sekolah Menengah Pertama)";"Junior High School";"SMP merupakan jenjang pendidikan menengah pertama di Indonesia";"Junior high school is the first level of secondary education in Indonesia";"Abbreviation, Noun, Noun"
"SMU (Sekolah Menengah Umum)";"Senior High School";"SMU merupakan jenjang pendidikan menengah kedua di Indonesia";"Senior high school is the second level of secondary education in Indonesia";"Abbreviation, Noun, Noun"
"soda";"Soda";"Soda sering dijadikan minuman yang menyegarkan di musim panas";"Soda is often served as a refreshing drink in the summer";"Noun"
"sofa";"Sofa";"Saya suka duduk di sofa sambil menonton televisi";"I like to sit on the sofa while watching TV";"Noun"
"sopan";"Polite";"Sikap sopan sangat dihargai di masyarakat Indonesia";"Polite behavior is highly valued in Indonesian society";"Adjective"
"sore (or malam)";"Evening";"Sore hari adalah waktu yang baik untuk menikmati indahnya matahari terbenam";"Evening is a good time to enjoy the beauty of the sunset";"Noun"
"sosiologi";"Sociology";"Sosiologi adalah ilmu yang mempelajari masyarakat dan perilaku manusia di dalamnya";"Sociology is the study of society and human behavior within it";"Noun"
"Spanyol";"Spain";"Spanyol memiliki keindahan alam yang sangat mengagumkan";"Spain has stunning natural beauty";"Noun"
"spidol";"Marker";"Saya sering menggunakan spidol untuk menandai hal penting dalam buku catatan saya";"I often use markers to highlight important things in my notebook";"Noun"
"spons";"Sponge";"Spons sangat berguna untuk membersihkan peralatan dapur";"Sponges are very useful for cleaning kitchenware";"Noun"
"stadion";"Stadium";"Stadion Gelora Bung Karno merupakan stadion terbesar di Indonesia";"Gelora Bung Karno Stadium is the largest stadium in Indonesia";"Noun"
"stasiun";"Station";"Saya akan bertemu teman saya di stasiun kereta api pagi ini";"I will meet my friend at the train station this morning";"Noun"
