"tujuh";"seven";"Tujuh adalah angka yang lebih kecil dari delapan dan lebih besar dari enam.";"Seven is a number smaller than eight and larger than six.";"noun"
"tujuh belas";"seventeen";"Pada usia tujuh belas tahun, saya sudah dapat mengemudi mobil.";"At the age of seventeen, I was already able to drive a car.";"noun"
"tujuh puluh tujuh";"seventy-seven";"Kakek saya berusia tujuh puluh tujuh tahun dan masih sehat-sehat saja.";"My grandfather is seventy-seven years old and still in good health.";"noun"
"tujuh ratus";"seven hundred";"Kami membutuhkan tujuh ratus liter air untuk mengisi kolam renang.";"We need seven hundred liters of water to fill the swimming pool.";"noun"
"tujuh ribu";"seven thousand";"Harga motor itu mencapai tujuh ribu dolar.";"The price of the motorcycle reached seven thousand dollars.";"noun"
"tukang pos";"postman";"Tukang pos kami sangat rajin dalam mengantar surat.";"Our postman is very diligent in delivering the mail.";"noun"
"tuksedo";"tuxedo";"Pria itu mengenakan tuksedo yang sangat elegan pada acara pernikahan tersebut.";"The man wore a very elegant tuxedo at the wedding.";"noun"
"tulang";"bone";"Lutut saya terasa sakit, mungkin ada masalah dengan tulang saya.";"My knees hurt, maybe there's a problem with my bones.";"noun"
"tulang belakang";"spine";"Cedera tulang belakang bisa sangat berbahaya dan memerlukan perawatan medis yang intensif.";"Spine injuries can be very dangerous and require intensive medical care.";"noun"
"tulang belikat";"shoulder blade";"Dia merasakan sakit pada tulang belikatnya setelah bermain basket tadi sore.";"He felt pain in his shoulder blades after playing basketball earlier this afternoon.";"noun"
"tulang rusuk";"rib";"Sayap ayam mengandung banyak tulang rusuk yang kecil.";"Chicken wings contain many small ribs.";"noun"
"tumit";"heel";"Sepatu hak tinggi bisa membuat tumit saya sakit setelah berjalan lama.";"High-heeled shoes can make my heels hurt after walking for a long time.";"noun"
"tuna";"tuna";"Sushi tuna adalah hidangan favorit saya.";"Tuna sushi is my favorite dish.";"noun"
"tusuk gigi";"toothpick";"Tusuk gigi itu sangat membantu untuk membersihkan sisa-sisa makanan di gigi.";"The toothpick is very helpful in cleaning food residue from teeth.";"noun"
"uang kontan";"cash";"Saya selalu membawa sedikit uang kontan sebagai cadangan.";"I always carry a bit of cash as a reserve.";"noun"
"uang kuliah";"tuition fee";"Uang kuliah di perguruan tinggi swasta cenderung lebih mahal daripada perguruan tinggi negeri.";"Tuition fees at private universities tend to be more expensive than state universities.";"noun"
"uang logam";"coin";"Saya mempunyai banyak uang logam kecil dan sulit dibawa.";"I have a lot of small coins that are difficult to carry.";"noun"
"uang persen";"interest";"Jumlah uang persen tergantung pada besar pinjaman dan suku bunga bank.";"The amount of interest depends on the size of the loan and bank interest rates.";"noun"
"ubi jalar";"sweet potato";"Ubi jalar adalah sumber yang baik dari serat dan vitamin A.";"Sweet potatoes are a good source of fiber and vitamin A.";"noun"
"ubur-ubur";"jellyfish";"Saat berenang di laut, kita harus berhati-hati dengan ubur-ubur karena bisa menyebabkan rasa sakit dan iritasi pada kulit.";"When swimming in the sea, we must be careful with jellyfish because they can cause pain and skin irritation.";"noun"
