"manajer";"manager";"Saya adalah seorang manajer di perusahaan ini";"I am a manager in this company";"noun"
"manajer restoran";"restaurant manager";"Manajer restoran sangat sibuk di akhir pekan";"Restaurant managers are very busy on weekends";"noun"
"mandi";"to take a bath";"Saya harus mandi sebelum pergi";"I need to take a bath before leaving";"verb"
"mangga";"mango";"Saya suka makan mangga saat musim panas";"I like to eat mangoes during summer";"noun"
"mangkuk";"bowl";"Mangkuk ini terbuat dari keramik";"This bowl is made of ceramic";"noun"
"manis";"sweet";"Saya suka makan makanan yang manis";"I like to eat sweet food";"adjective"
"mantel";"mantle";"Mantel saya dari wol";"My mantle is made of wool";"noun"
"map";"map";"Saya memerlukan map untuk mencari alamat ini";"I need a map to find this address";"noun"
"marah";"angry";"Saya marah karena tidak mendapat tempat duduk di kereta";"I am angry because I didn't get a seat on the train";"adjective"
"maraton";"marathon";"Ia tertarik untuk mengikuti maraton";"He is interested in joining a marathon";"noun"
"Maret";"March";"Kelahiran saya adalah pada bulan Maret";"My birthday is in March";"noun"
"masakan rumah";"home-cooked meal";"Saya ingin makan masakan rumah hari ini";"I want to have a home-cooked meal today";"noun"
"masjid";"mosque";"Saya pergi ke masjid setiap Jumat";"I go to the mosque every Friday";"noun"
"masuk ke dalam mobil";"get into the car";"Saya tidak suka masuk ke dalam mobil saat matahari bersinar terik";"I don't like getting into the car when the sun is shining brightly";"verb"
"masukan";"feedback";"Saya ingin mendapatkan masukan tentang presentasi saya";"I want to get feedback on my presentation";"noun"
"mata uang";"currency";"Mata uang di negara ini adalah rupiah";"The currency in this country is the rupiah";"noun"
"matematika";"mathematics";"Saya suka belajar matematika";"I like studying mathematics";"noun"
"Mau minta";"Can I have";"Mau minta secangkir kopi";"Can I have a cup of coffee";"phrase"
"mawar";"rose";"Mawar adalah bunga yang sangat indah";"Roses are very beautiful flowers";"noun"
"media";"media";"Media sosial sangat populer saat ini";"Social media is very popular nowadays";"noun"
