"cranberry";"cranberry";"Kamu suka jus cranberry?";"Do you like cranberry juice?";"Noun"
"cuaca";"weather";"Cuaca hari ini sangat panas."; "Today's weather is very hot."; "Noun"
"cuka";"vinegar";"Saya suka mencampurkan cuka ke dalam salad."; "I like to mix vinegar into my salad."; "Noun"
"cumi-cumi";"squid";"Restoran ini menjual hidangan cumi-cumi panggang."; "This restaurant serves grilled squid dishes."; "Noun"
"dada";"chest";"Dia mengalami sakit dada setelah berolahraga."; "He experienced chest pain after exercising."; "Noun"
"daging babi";"pork";"Masakan terkenal dari Bali adalah babi guling yang terbuat dari daging babi."; "The famous dish from Bali is babi guling, made from pork."; "Noun"
"daging kambing";"goat meat";"Satay kambing adalah hidangan yang terbuat dari daging kambing."; "Goat satay is a dish made from goat meat."; "Noun"
"daging sapi";"beef";"Saya memesan steak medium rare yang terbuat dari daging sapi."; "I ordered a medium rare steak made from beef."; "Noun"
"dagu";"chin";"Dia terluka di dagunya setelah jatuh dari sepeda."; "He injured his chin after falling off his bike."; "Noun"
"dahi";"forehead";"Dia mengusap dahi anaknya yang sakit."; "She rubbed her sick child's forehead."; "Noun"
"dangkal";"shallow";"Sungai ini sangat dangkal di musim kemarau."; "This river is very shallow in the dry season."; "Adjective"
"dapur";"kitchen";"Saya suka memasak di dapur saya sendiri."; "I like to cook in my own kitchen."; "Noun"
"darah";"blood";"Dia memeriksa darahnya di laboratorium."; "He checked his blood at the laboratory."; "Noun"
"daratan";"land";"Daratan itu sangat subur untuk bertani."; "The land is very fertile for farming."; "Noun"
"dari sekarang";"from now on";"Dia memutuskan untuk menghemat uang dari sekarang."; "He decided to save money from now on."; "Phrase"
"dasi";"tie";"Pakaian resmi biasanya diikat dengan dasi."; "Formal attire is usually tied with a tie."; "Noun"
"datang";"come";"Dia akan datang ke pesta ulangtahunmu."; "She will come to your birthday party."; "Verb"
"daun";"leaf";"Saya menemukan daun hijau diatas tanah."; "I found a green leaf on the ground."; "Noun"
"dekat";"near";"Toko ini dekat dengan stasiun kereta api."; "This store is near the train station."; "Adjective"
"delapan";"eight";"Saya membeli delapan apel di pasar."; "I bought eight apples at the market."; "Number"
