"merak";"peacock";"Saya sangat menyukai burung merak karena warna-warnanya yang indah."; "I really like peacocks because of their beautiful colors.";"noun"
"merebus";"to boil";"Ibu sedang merebus sayur untuk makan malam."; "My mother is boiling vegetables for dinner.";"verb"
"merek";"brand";"Saya lebih menyukai merek sepatu ini daripada merek yang lain."; "I prefer this shoe brand over the others.";"noun"
"merencanakan";"to plan";"Kita harus merencanakan liburan musim panas kita."; "We need to plan our summer vacation.";"verb"
"meriam";"cannon";"Meriam itu sangat besar dan berbahaya."; "That cannon is very big and dangerous.";"noun"
"merica";"pepper";"Tolong tambahkan merica ke dalam sup sayur."; "Please add pepper to the vegetable soup.";"noun"
"merokok";"to smoke";"Jangan merokok di dalam kelas."; "Don't smoke inside the class.";"verb"
"merundingkan";"to negotiate";"Para pemimpin negara harus merundingkan perdamaian."; "The leaders of the country have to negotiate peace.";"verb"
"mesin";"machine";"Mesin ini sedang rusak dan perlu diperbaiki."; "This machine is broken and needs to be fixed.";"noun"
"mesin cuci";"washing machine";"Saya sangat membutuhkan mesin cuci untuk mencuci pakaian."; "I really need a washing machine to wash clothes.";"noun"
"mesin cuci piring";"dishwasher";"Sebaiknya kita membeli mesin cuci piring untuk memudahkan."; "It's better for us to buy a dishwasher for convenience.";"noun"
"mesin faks";"fax machine";"Apakah kamu tahu alamat mesin faks perusahaan ini?"; "Do you know the fax machine address of this company?";"noun"
"mesin piringan hitam";"record player";"Kakek memiliki mesin piringan hitam yang sangat keren."; "My grandpa has a very cool record player.";"noun"
"mesin tiket";"ticket machine";"Saya membeli tiket kereta dari mesin tiket di stasiun ini."; "I bought train tickets from the ticket machine at this station.";"noun"
"Mesir";"Egypt";"Saya ingin pergi ke Mesir untuk melihat piramida."; "I want to go to Egypt to see the pyramids.";"noun"
"meter";"meter";"Tolong ukur ruangan ini dengan meter."; "Please measure this room with a meter.";"noun"
"meteran";"measuring tape";"Tolong bawa meteran untuk mengukur meja ini."; "Please bring a measuring tape to measure this table.";"noun"
"microwave";"microwave";"Tolong panaskan makanan ini dengan microwave."; "Please heat up this food with the microwave.";"noun"
"mikrofon";"microphone";"Saya harus menggunakan mikrofon untuk presentasi saya."; "I have to use a microphone for my presentation.";"noun"
"mil";"mile";"Jarak dari sini ke rumah saya sekitar 5 mil."; "The distance from here to my house is about 5 miles.";"noun"
