"Kemeja";"Shirt";"Saya akan membeli kemeja baru besok";"I will buy a new shirt tomorrow";"Noun. Masculine singular."
"Kenaikan Pangkat";"Promotion";"Saya senang mendapatkan kenaikan pangkat di kantor";"I am happy to get a promotion at the office";"Noun. Masculine singular."
"Kencing";"Urinating";"Tolong jangan kencing sembarangan di taman ini";"Please do not urinate indiscriminately in this park";"Verb. Infinitive form."
"Kendaraan";"Vehicle";"Kita akan membeli kendaraan baru bulan depan";"We will buy a new vehicle next month";"Noun. Masculine singular."
"Kentang";"Potato";"Saya ingin membuat kentang goreng untuk makan siang";"I want to make french fries for lunch";"Noun. Masculine singular."
"Kentut";"Fart";"Tolong jangan kentut di depan tamu";"Please do not fart in front of guests";"Noun. Masculine singular."
"Kenyang";"Full";"Saya sudah makan nasi dan saya merasa kenyang";"I have eaten rice and I feel full";"Adjective."
"Kepala Sekolah";"School Principal";"Kepala sekolah baru sangat baik dalam memimpin sekolah ini";"The new school principal is very good at leading this school";"Noun. Masculine singular."
"Kepik";"Beetle";"Saya melihat kebun penuh dengan kepik";"I saw a garden full of beetles";"Noun. Masculine singular."
"Kepiting";"Crab";"Kami akan makan kepiting goreng malam ini";"We will eat fried crabs tonight";"Noun. Masculine singular."
"Kepulauan";"Archipelago";"Indonesia adalah negara kepulauan terbesar di dunia";"Indonesia is the largest archipelagic country in the world";"Noun. Masculine singular."
"Kerah";"Collar";"Baju yang kamu pakai tidak ada kerahnya";"The shirt you're wearing doesn't have a collar";"Noun. Masculine singular."
"Keranjang Sampah";"Trash Bin";"Tolong buang sampahmu ke dalam keranjang sampah";"Please throw your trash in the trash bin";"Noun. Masculine singular."
"Keras";"Hard";"Batu ini sangat keras";"This rock is very hard";"Adjective."
"Kereta Api";"Train";"Saya akan pergi ke Surabaya dengan kereta api";"I will go to Surabaya by train";"Noun. Masculine singular."
"Kereta Api Ekspres";"Express Train";"Kereta api ekspres sampai di stasiun tiga menit yang lalu";"The express train arrived at the station three minutes ago";"Noun. Masculine singular."
"Kereta Api Lokal";"Local Train";"Saya naik kereta api lokal untuk pergi ke kota tetangga";"I took the local train to go to the neighboring city";"Noun. Masculine singular."
"Kereta Bawah Tanah";"Subway";"Kita akan pergi ke selatan dengan kereta bawah tanah";"We will go south by subway";"Noun. Masculine singular."
"Kereta Peluru";"Bullet Train";"Kereta peluru bisa mencapai kecepatan 300 km/jam";"Bullet trains can reach speeds of 300 km/h";"Noun. Masculine singular."
"Keringat";"Sweat";"Saya berkeringat banyak ketika berolahraga";"I sweat a lot when exercising";"Noun. Masculine singular."
