"mengirim email";"send email";"Saya akan mengirim email kepada bos saya."; "I will send an email to my boss."; Verb
"mengirim pesan";"send message";"Tolong, bisa kamu mengirim pesan kepadaku?";"Please, can you send a message to me?"; Verb
"mengirim surat";"send letter";"Perusahaan kami akan mengirim surat kepada Anda segera."; "Our company will send a letter to you soon."; Verb
"mengiris";"slice";"Saya akan mengiris tomat untuk salad."; "I will slice the tomatoes for the salad."; Verb
"mengisi";"fill";"Tolong, bisa kamu mengisi air di dalam gelas saya?"; "Please, can you fill water in my glass?"; Verb
"mengkritik";"criticize";"Orang tersebut selalu suka mengkritik orang lain."; "That person always likes to criticize others."; Verb
"mengkukus";"steam";"Ibu saya akan mengkukus sayuran untuk makan malam."; "My mother will steam the vegetables for dinner."; Verb
"menguatirkan";"worry";"Saya sangat menguatirkan kesehatan ibu saya."; "I am very worried about my mother's health."; Verb
"mengukur";"measure";"Saya perlu mengukur ukuran baju saya."; "I need to measure the size of my clothes."; Verb
"mengukur nadi";"take pulse";"Perawat akan mengukur nadi pasien setiap jam."; "The nurse will take the patient's pulse every hour."; Verb
"mengukur suhu badan";"take temperature";"Bisakah kamu mengukur suhu badan saya? Saya merasa demam."; "Can you take my temperature? I feel feverish."; Verb
"mengulangi";"repeat";"Tolong, bisakah Anda mengulangi apa yang baru saja Anda katakan?"; "Please, can you repeat what you just said?"; Verb
"mengumpulkan perangko";"collect stamps";"Saya suka mengumpulkan perangko sebagai hobi saya."; "I like to collect stamps as my hobby."; Verb
"mengunjungi keluarga";"visit family";"Saya akan mengunjungi keluarga saya di luar kota besok."; "I will visit my family out of town tomorrow."; Verb
"mengurus";"take care of";"Saya harus mengurus hewan peliharaan saya sampai pulang kerja nanti."; "I have to take care of my pet until I come home from work later."; Verb
"menikmati";"enjoy";"Saya menikmati makan malam di restoran itu kemarin malam."; "I enjoyed dinner at the restaurant yesterday evening."; Verb
"meninggal";"die";"Kakek saya meninggal dunia karena sakit di usia 95 tahun."; "My grandfather died of sickness at the age of 95."; Verb
"meninggalkan";"leave";"Saya harus mematikan komputer dan meninggalkan kantor segera."; "I have to turn off the computer and leave the office soon."; Verb
"menit";"minute";"Berapa menit lagi sebelum kelas dimulai?"; "How many minutes left before the class starts?"; Noun
"menjadi berawan";"become cloudy";"Suhu akan menurun dan langit akan menjadi berawan besok."; "The temperature will drop and the sky will become cloudy tomorrow."; Verb
