"tauge";"bean sprouts";"Saya suka makan mie dengan tauge";"I like to eat noodles with bean sprouts";"noun"
"teater";"theater";"Kalian mau nonton teater malam ini?";"Do you want to watch a theater performance tonight?";"noun"
"teh";"tea";"Aku ingin minum teh";"I want to drink tea";"noun"
"teh herbal";"herbal tea";"Teh herbal sangat baik untuk kesehatan";"Herbal tea is very good for health";"noun"
"teh hitam";"black tea";"Saya suka minum teh hitam dengan gula";"I like to drink black tea with sugar";"noun"
"teko";"teapot";"Bisakah kamu tolong mengambilkan teko?";"Can you please bring the teapot?";"noun"
"tekstil";"textile";"Ini baju terbuat dari bahan tekstil yang berkualitas";"This shirt is made of high-quality textile material";"noun"
"telat";"late";"Aku hampir terlambat untuk rapat";"I am almost late for the meeting";"adjective"
"telepon";"telephone";"Aku sedang bicara dengan dia lewat telepon";"I am talking to him on the telephone";"noun"
"telepon internet";"internet phone";"Kamu bisa telepon internet ke luar negeri?";"Can you make internet phone calls to other countries?";"noun"
"telepon umum";"public telephone";"Tolong tunjukkan kepadaku dimana telepon umum terdekat";"Please show me where the nearest public telephone is";"noun"
"televisi";"television";"Kami tidak punya televisi di rumah";"We do not have a television at home";"noun"
"telunjuk";"index finger";"Aku cedera telunjukku kemarin saat bermain bola";"I injured my index finger yesterday while playing football";"noun"
"telur";"egg";"Kamu mau sarapan apa? Telur goreng atau telur dadar?";"What do you want for breakfast? Fried egg or scrambled egg?";"noun"
"teman";"friend";"Dia teman baikku sejak masa kecil";"He has been my good friend since childhood";"noun"
"teman sekelas";"classmate";"Apa kalian bersedia duduk bersama teman sekelas yang baru?";"Are you willing to sit together with the new classmate?";"noun"
"tempat air";"water dispenser";"Tolong ambilkan air dingin di tempat air";"Please bring cold water from the water dispenser";"noun"
"tempat mandi";"bathroom";"Tolong tunjukkan kepadaku dimana tempat mandi di sini";"Please show me where the bathroom is here";"noun"
"tempat pengambilan barang";"pick-up location";"Saya akan menjemput barang di tempat pengambilan barang";"I will pick up the item at the pick-up location";"noun"
"tempat tidur";"bed";"Saya begadang semalam dan sekarang sangat mengantuk untuk bangun dari tempat tidur";"I stayed up last night and now I am very sleepy to get out of bed";"noun"
