"berita";"news";"Aku senang membaca berita setiap pagi";"I enjoy reading the news every morning";"noun"
"berkeringat";"sweating";"Ketika berolahraga, aku sering berkeringat";"When I exercise, I often sweat";"verb"
"berkumur";"gargle";"Aku suka berkumur setelah makan";"I like to gargle after eating";"verb"
"berkurang";"reduce";"Jumlah pengunjung ke museum berkurang selama pandemi";"The number of visitors to the museum has reduced during the pandemic";"verb"
"berlatih";"practice";"Aku perlu banyak berlatih untuk meningkatkan kemampuan";"I need to practice a lot to improve my skills";"verb"
"Berlin";"Berlin";"Aku ingin mengunjungi Berlin suatu saat nanti";"I want to visit Berlin someday";"noun"
"bermain catur";"playing chess";"Aku biasa bermain catur dengan teman-temanku setiap akhir pekan";"I usually play chess with my friends every weekend";"verb"
"bermain poker";"playing poker";"Aku tidak suka bermain poker, karena itu judi";"I don't like playing poker, because it's gambling";"verb"
"bernapas";"breathing";"Bernapas dengan benar sangat penting saat berolahraga";"Breathing correctly is very important when exercising";"verb"
"berolahraga";"exercising";"Aku suka berolahraga setiap hari untuk menjaga kesehatanku";"I like to exercise every day to maintain my health";"verb"
"berpegangan di pegangan tangan";"holding onto the handrail";"Ketika naik tangga, aku selalu berpegangan di pegangan tangan";"When climbing stairs, I always hold onto the handrail";"verb"
"bersantai";"relaxing";"Aku ingin bersantai di pantai selama liburan nanti";"I want to relax on the beach during the upcoming vacation";"verb"
"berselancar di internet";"surfing the internet";"Aku suka berselancar di internet untuk mencari informasi";"I like to surf the internet to look for information";"verb"
"bersih";"clean";"Rumahku selalu bersih dan rapi";"My house is always clean and tidy";"adjective"
"bersin";"sneezing";"Aku sering bersin saat alergi";"I often sneeze when I have allergies";"verb"
"bersorak";"cheering";"Orang-orang bersorak saat tim nasional memenangkan pertandingan";"People cheered when the national team won the match";"verb"
"bertemu";"meeting";"Aku senang bisa bertemu dengan keluargaku setiap liburan";"I am happy to be able to meet my family every holiday";"verb"
"berterima kasih";"being grateful";"Aku selalu berterima kasih atas segala yang kudapatkan dalam hidupku";"I am always grateful for everything I have in my life";"verb"
"bertunangan";"engaged";"Ia baru saja bertunangan dengan kekasihnya";"He just got engaged to his lover";"noun"
"beruang";"bear";"Aku melihat beruang di kebun binatang kemarin";"I saw a bear at the zoo yesterday";"noun"
