"stasiun kereta";"train station";"Saya akan pergi ke stasiun kereta."; "I will go to the train station."; noun, noun, sentence, sentence, noun

"stasiun televisi";"television station";"Ada berita penting di stasiun televisi malam ini."; "There is important news on the television station tonight."; noun, noun, sentence, sentence, noun

"steker"; "plug"; "Tolong colokkan steker ke sini.";"Please plug the plug in here."; noun, noun, sentence, sentence, noun

"stepler"; "stapler"; "Bisakah Anda meminjamkan stepler Anda?"; "Can you lend me your stapler?"; noun, noun, sentence, sentence, noun

"stop kontak"; "power outlet"; "Saya membutuhkan stop kontak tambahan untuk mengisi daya telepon saya."; "I need an additional power outlet to charge my phone."; noun, noun, sentence, sentence, noun

"stroberi"; "strawberry"; "Saya suka buah stroberi."; "I like strawberries."; noun, noun, sentence, sentence, noun

"struk"; "receipt"; "Tolong berikan struk pembayaran ini kepada saya."; "Please give me this payment receipt."; noun, noun, sentence, sentence, noun

"Sudah lama tidak bertemu"; "Long time no see"; "Sudah lama tidak bertemu. Bagaimana kabarmu?"; "Long time no see. How are you?"; sentence, sentence, sentence, sentence, sentence

"suhu"; "temperature"; "Suhu hari ini terlalu panas."; "Today's temperature is too hot."; noun, noun, sentence, sentence, noun

"suhu badan"; "body temperature"; "Saya harus memeriksa suhu badan saya sebelum bekerja."; "I need to check my body temperature before going to work."; noun, noun, sentence, sentence, noun

"suite"; "suite"; "Kami memesan suite mewah di hotel ini."; "We booked a luxurious suite in this hotel."; noun, noun, sentence, sentence, noun

"sulit"; "difficult"; "Pelajaran matematika sangat sulit."; "Math lessons are very difficult."; adjective, adjective, sentence, sentence, adjective

"sumpit"; "dart"; "Pergi mengambil sumpit untuk permainan kami nanti."; "Go get the darts for our game later."; noun, noun, sentence, sentence, noun

"sungai"; "river"; "Lihatlah keindahan sungai di pagi hari."; "Look at the beauty of the river in the morning."; noun, noun, sentence, sentence, noun

"supir"; "driver"; "Saya akan meminta supir taksi untuk menjemput kami nanti."; "I will ask the taxi driver to pick us up later."; noun, noun, sentence, sentence, noun

"Surabaya"; "Surabaya"; "Saya berasal dari Surabaya."; "I am from Surabaya."; noun, proper noun, sentence, sentence, proper noun

"surat"; "letter"; "Saya menerima surat dari teman saya di luar negeri."; "I received a letter from my friend abroad."; noun, noun, sentence, sentence, noun

"Surat Ijin Mengemudi (SIM)"; "Driver's license"; "Anda harus memiliki Surat Ijin Mengemudi untuk mengendarai mobil."; "You need to have a driver's license to drive a car."; proper noun, noun, sentence, sentence, noun

"surat kilat"; "express mail"; "Saya akan mengirimkan surat kilat besok pagi."; "I will send the express mail tomorrow morning."; noun, noun, sentence, sentence, noun

"suspens"; "suspense"; "Film ini memiliki banyak adegan suspens."; "This movie has a lot of suspenseful scenes."; noun, noun, sentence, sentence, noun
