"bola lampu";"light bulb";"Dia membeli bola lampu baru untuk mengganti bola lampu yang rusak";"She bought a new light bulb to replace the broken one";"Noun, Noun"
"bola voli";"volleyball";"Kami bermain bola voli setiap minggu di pantai";"We play volleyball every week at the beach";"Noun, Noun"
"bolpen";"ballpoint pen";"Saya kehilangan bolpen favorit saya saat menandatangani dokumen penting";"I lost my favorite ballpoint pen while signing important documents";"Noun"
"bonus";"bonus";"Karyawan yang bekerja keras akan menerima bonus tambahan pada akhir tahun";"Employees who work hard will receive additional bonus at the end of the year";"Noun"
"bosan";"bored";"Saya merasa bosan setelah menonton televisi sepanjang sore";"I feel bored after watching television all afternoon";"Adjective"
"Brasil";"Brazil";"Dia berasal dari Brasil dan bisa berbicara Portugis";"He is from Brazil and can speak Portuguese";"Noun"
"brokoli";"broccoli";"Ibu saya sering memasak brokoli sebagai sayur favorit kami";"My mom often cooks broccoli as our favorite vegetable";"Noun"
"brosur";"brochure";"Saya mendapatkan brosur dari universitas yang menarik minat saya";"I got a brochure from the university that interests me";"Noun"
"Brusel";"Brussels";"Saya suka mencicipi keripik kentang Belgia yang dibuat di Brusel";"I like to taste Belgian fries made in Brussels";"Noun"
"buah";"fruit";"Buah segar sangat penting untuk menjaga kesehatan tubuh kita";"Fresh fruits are very important to maintain our body's health";"Noun"
"buah ara";"fig";"Saya menikmati makan buah ara setiap kali ke pasar";"I enjoy eating figs every time I go to the market";"Noun"
"buang air besar";"defecate";"Orang dewasa disarankan untuk buang air besar setidaknya satu kali dalam sehari";"Adults are advised to defecate at least once a day";"Verb"
"buang angin";"fart";"Dia malu ketika tanpa sengaja buang angin di depan teman-temannya";"She is embarrassed when accidentally farting in front of her friends";"Verb"
"buatan tangan";"handmade";"Saya membeli tas yang terbuat dari bahan kulit dan buatan tangan";"I bought a handmade leather bag";"Adjective"
"buaya";"crocodile";"Dia sangat takut dengan buaya dan terus menjauh ketika melihat di kebun binatang";"He is very scared of crocodiles and keeps away when looking at them in the zoo";"Noun"
"bukit";"hill";"Kami berjalan kaki ke puncak bukit untuk menikmati pemandangan yang indah";"We walked to the top of the hill to enjoy the beautiful view";"Noun"
"buku audio";"audiobook";"Saya suka mendengarkan buku audio saat dalam perjalanan";"I like listening to audiobooks while on the go";"Noun"
"buku panduan";"guidebook";"Saya membaca buku panduan sebelum pergi ke negara yang tidak pernah saya kunjungi";"I read a guidebook before going to a country I've never visited before";"Noun"
"buku teks";"textbook";"Saya harus membeli buku teks yang mahal untuk kuliah saya";"I have to buy an expensive textbook for my college";"Noun"
"buku tulis";"notebook";"Saya suka menulis di buku tulis saya setiap hari untuk mencatat rencana saya";"I like writing in my notebook every day to note my plans";"Noun"
