"alun-alun";"town square";"Sore-soreku sering main ke alun-alun";"I often play at the town square in the afternoon";"noun"
"alur";"stream";"Alur sungai itu sangat jernih";"The stream's current is very clear";"noun"
"Amerika Selatan";"South America";"Aku pernah tinggal di Amerika Selatan selama beberapa tahun";"I used to live in South America for a few years";"proper noun"
"Amerika Serikat";"United States";"Amerika Serikat adalah negara yang besar dan maju";"The United States is a big and advanced country";"proper noun"
"Amerika Utara";"North America";"Aku bermimpi pergi ke Amerika Utara suatu hari nanti";"I dream of going to North America someday";"proper noun"
"amplop";"envelope";"Bisakah kamu membawa amplop ini ke kantor pos untukku?";"Can you take this envelope to the post office for me?";"noun"
"anak domba";"lamb";"Anak domba itu sangat lucu dengan bulunya yang putih dan lembut";"The lamb is very cute with its white and soft fur";"noun"
"anak laki-laki";"boy";"Anak laki-laki itu berlari di taman";"The boy is running in the park";"noun"
"anak perempuan";"girl";"Anak perempuan itu membaca buku di bawah pohon";"The girl is reading a book under the tree";"noun"
"anggur";"grape";"Aku suka makan anggur merah saat musim panas";"I like to eat red grapes in the summer";"noun"
"angin";"wind";"Angin bertiup lembut di sore hari";"The wind is blowing softly in the afternoon";"noun"
"angin dingin";"cold wind";"Aku membungkus diriku erat-erat untuk melindungi diriku dari angin dingin";"I wrap myself tightly to protect from the cold wind";"noun"
"angin topan";"hurricane";"Angin topan sangat berbahaya dan harus diwaspadai";"Hurricane is very dangerous and must be cautious";"noun"
"angsa";"goose";"Anak-anak senang memberi makan angsa-angsa di taman";"Children enjoy feeding the geese in the park";"noun"
"animasi";"animation";"Animasi film itu sangat menakjubkan";"The animation of the movie is amazing";"noun"
"anjing laut";"seal";"Anjing laut itu tidur di batu";"The seal is sleeping on the rock";"noun"
"Antarktika";"Antarctica";"Antarktika adalah benua terdingin di Bumi";"Antarctica is the coldest continent on Earth";"proper noun"
"antibiotik";"antibiotics";"Sakit tenggorokanku sembuh setelah minum antibiotik selama lima hari";"My sore throat is cured after taking antibiotics for five days";"noun"
"anting-anting";"earrings";"Anting-anting itu sangat cantik dan cocok dengan gaunku";"The earrings are very beautiful and match my dress";"noun"
"apa";"what";"Apa kabar?";"What's up?";"interrogative pronoun"
