"nanas";"pineapple";"Saya suka makan nanas di pagi hari";"I like to eat pineapple in the morning";"noun"
"nasi";"rice";"Banyak orang di Indonesia makan nasi setiap hari";"Many people in Indonesia eat rice every day";"noun"
"naskah";"script";"Dia menulis naskah film selama dua tahun";"He wrote the film script for two years";"noun"
"New Delhi";"New Delhi";"Saya ingin mengunjungi New Delhi tahun depan";"I want to visit New Delhi next year";"proper noun"
"New York";"New York";"Saya sudah pernah ke New York dua kali";"I have been to New York twice";"proper noun"
"nila";"indigo";"Warna favorite saya adalah warna nila";"My favorite color is indigo";"noun"
"nilai tukar";"exchange rate";"Nilai tukar mata uang terus berubah setiap hari";"Exchange rates constantly change every day";"noun"
"nilai tukar mata uang";"currency exchange rate";"Saya harus memeriksa nilai tukar mata uang sebelum pergi ke luar negeri";"I have to check the currency exchange rate before going abroad";"noun"
"nirkabel";"wireless";"Ini adalah sebuah mouse nirkabel yang nyaman digunakan";"This is a comfortable wireless mouse to use";"adjective"
"nol";"zero";"Saya merasa sedih kalau mendapatkan nilai nol dalam ujian";"I feel sad if I get zero in exams";"noun"
"nomor kamar";"room number";"Bisa saya tahu nomor kamar saya?";"Can I know my room number?";"noun"
"Nomor Kereta";"train number";"Saya tidak tahu Nomor Kereta dari stasiun ini";"I don't know the train number from this station";"noun"
"nomor kursi";"seat number";"Saya harus melihat nomor kursi sebelum duduk di kereta";"I have to check the seat number before sitting on the train";"noun"
"nomor penerbangan";"flight number";"Saya sudah memeriksa nomor penerbangan untuk penerbangan besok";"I have checked the flight number for tomorrow's flight";"noun"
"nomor telepon";"phone number";"Bisakah Anda memberikan saya nomor telepon Anda?";"Can you give me your phone number?";"noun"
"novel";"novel";"Saya suka membaca novel sebelum tidur";"I like to read a novel before sleeping";"noun"
"November";"November";"Hari ini tanggal 10 November, hari ulang tahun kemerdekaan Indonesia";"Today is November 10th, the independence day anniversary of Indonesia";"proper noun"
"nyamuk";"mosquito";"Saya membunuh semua nyamuk di kamar saya sebelum tidur";"I kill all the mosquitoes in my room before sleeping";"noun"
"obat";"medicine";"Saya memerlukan beberapa jenis obat untuk sakit flu ini";"I need some types of medicine for this flu";"noun"
"obat batuk";"cough medicine";"Saya sedang minum obat batuk ini selama seminggu";"I am taking this cough medicine for a week";"noun"
