"balkon";"balcony";"Saya suka duduk di balkon dan menikmati pemandangan kota.";"I like to sit on the balcony and enjoy the city view.";"Noun"
"band";"band";"Band ini sangat bagus, mereka memiliki banyak lagu hits.";"This band is really good, they have many hit songs.";"Noun"
"bangau";"stork";"Bangau-bangau itu selalu terlihat indah ketika sedang terbang.";"Those storks always look beautiful when they're flying.";"Noun"
"bangga";"proud";"Saya sangat bangga pada prestasi saya dalam lomba olahraga.";"I am very proud of my achievement in the sports competition.";"Adjective"
"Bangkok";"Bangkok";"Saya ingin pergi ke Bangkok untuk berlibur.";"I want to go to Bangkok for vacation.";"Proper noun"
"bangku kuliah";"lecture chair";"Belajar menjadi lebih nyaman dengan bangku kuliah yang empuk.";"Studying becomes more comfortable with soft lecture chairs.";"Noun"
"bangku sekolah";"school bench";"Anak-anak duduk di bangku sekolah sambil belajar.";"Children sit on school benches while studying.";"Noun"
"bangsal";"ward";"Pasien sedang dirawat di bangsal ini.";"The patient is being treated in this ward.";"Noun"
"bangun";"wake up";"Saya selalu bangun pagi agar memiliki banyak waktu untuk aktivitas.";"I always wake up early to have plenty of time for activities.";"Verb"
"banjir";"flood";"Setelah hujan deras, banyak daerah mengalami banjir yang cukup parah.";"After heavy rain, many areas experience quite severe floods.";"Noun"
"bankir";"banker";"Saham saya dijual oleh bankir untuk mendapatkan keuntungan lebih banyak.";"My stocks were sold by a banker to gain more profit.";"Noun"
"bantal";"pillow";"Saya membutuhkan bantal yang empuk agar bisa tidur nyenyak.";"I need a soft pillow to be able to sleep soundly.";"Noun"
"banteng";"bull";"Banteng ini sangat besar dan kuat.";"This bull is very big and strong.";"Noun"
"Bapak";"father";"Terima kasih Bapak telah bekerja keras untuk keluarga.";"Thank you Father for working hard for the family.";"Noun"
"bar";"bar";"Saya suka menghabiskan waktu di bar dengan teman-teman.";"I like to spend time at the bar with friends.";"Noun"
"barang bawaan";"luggage";"Saya membawa banyak barang bawaan saat bepergian.";"I bring a lot of luggage when traveling.";"Noun"
"barang seludupan";"contraband";"Penjaga perbatasan mengamankan banyak barang seludupan dari luar negeri.";"Border guards confiscated a lot of contraband from abroad.";"Noun"
"barbekyu";"barbecue";"Kita bisa mengadakan pesta barbekyu di halaman belakang rumah.";"We can have a barbecue party in the backyard.";"Noun"
"batas kecepatan";"speed limit";"Jangan melebihi batas kecepatan agar tidak mendapatkan tilang dari polisi.";"Don't exceed the speed limit so as not to get fined by the police.";"Noun"
"baterai";"battery";"Kamera ini membutuhkan baterai yang cukup kuat agar bisa mengambil gambar dengan baik.";"This camera requires a strong enough battery to take good pictures.";"Noun"
