"minggu";"Sunday";"Hari Minggu adalah saatnya istirahat";"Sunday is the day of rest";"noun"
"Minggu";"Week";"Minggu ini sangat sibuk untuk saya";"This week is very busy for me";"noun"
"minimarket";"Mini-market";"Saya pergi ke minimarket untuk membeli roti";"I went to the mini-market to buy bread";"noun"
"minuman ringan";"Soft drink";"Minuman ringan sangat berbahaya untuk kesehatan";"Soft drinks are very dangerous for health";"noun"
"minuman soda";"Soda";"Soda adalah minuman yang menyegarkan";"Soda is a refreshing drink";"noun"
"minyak goreng";"Cooking oil";"Saya menggunakan minyak goreng untuk memasak";"I use cooking oil for cooking";"noun"
"minyak sayur";"Vegetable oil";"Minyak sayur lebih sehat daripada minyak goreng";"Vegetable oil is healthier than cooking oil";"noun"
"minyak wijen";"Sesame oil";"Saya selalu menambahkan minyak wijen pada masakan China";"I always add sesame oil to Chinese dishes";"noun"
"minyak zaitun";"Olive oil";"Banyak orang menggunakan minyak zaitun untuk masakan Italia";"Many people use olive oil for Italian dishes";"noun"
"mirip";"Similar";"Dia mirip dengan saudara kembar saya";"He looks similar to my twin brother";"adjective"
"misteri";"Mystery";"Misteri ini masih belum terpecahkan sampai sekarang";"This mystery is still unsolved until now";"noun"
"mobil";"Car";"Mobil itu sangat mahal";"That car is very expensive";"noun"
"modis";"Fashionable";"Gaun itu sangat modis dan mahal";"That dress is very fashionable and expensive";"adjective"
"Mohon maaf";"I'm sorry";"Mohon maaf atas kekeliruan saya";"I'm sorry for my mistake";"phrase"
"monorel";"Monorail";"Saya ingin mencoba naik monorel di Jepang";"I want to try riding the monorail in Japan";"noun"
"monyet";"Monkey";"Saya melihat monyet di kebun binatang";"I saw a monkey at the zoo";"noun"
"moped";"Moped";"Saya pergi ke kampus menggunakan moped";"I go to campus using a moped";"noun"
"Moskow";"Moscow";"Saya ingin berkunjung ke Moskow suatu hari nanti";"I want to visit Moscow someday";"noun"
"mouse";"Mouse";"Saya menggunakan mouse untuk mengoperasikan komputer";"I use a mouse to operate the computer";"noun"
"mual";"Nauseous";"Saya merasa sangat mual setelah makan pizza";"I feel very nauseous after eating pizza";"adjective"
