"mencari";"search";"Saya sedang mencari kunci mobil saya."; "I am searching for my car keys."; "Verb"
"mencetak";"print";"Saya ingin mencetak dokumen ini."; "I want to print this document."; "Verb"
"mencicipi";"taste";"Saya ingin mencicipi makanan itu."; "I want to taste that food."; "Verb"
"mencincang";"chop";"Saya sedang mencincang bawang putih."; "I am chopping garlic."; "Verb"
"mencret";"diarrhea";"Sayangnya, dia sedang mencret."; "Unfortunately, he has diarrhea."; "Noun"
"mencuci";"wash";"Saya harus mencuci tumpukan piring kotor."; "I have to wash this pile of dirty dishes."; "Verb"
"mencuci pakaian";"wash clothes";"Setiap hari, saya harus mencuci pakaian."; "Every day, I have to wash clothes."; "Verb"
"mendaftar";"register";"Saya ingin mendaftar di kursus bahasa."; "I want to register for a language course."; "Verb"
"mendaki";"climb";"Saya akan mendaki gunung tertinggi di daerah ini."; "I am going to climb the highest mountain in this area."; "Verb"
"mendapat pekerjaan";"get a job";"Setelah lulus, dia ingin mendapat pekerjaan di perusahaan itu."; "After graduation, he wants to get a job in that company."; "Verb"
"mendarat";"land";"Pesawat itu akan segera mendarat di bandara."; "The plane will soon land at the airport."; "Verb"
"mendengar";"hear";"Saya bisa mendengar suara anjing di luar rumah."; "I can hear the sound of a dog outside the house."; "Verb"
"mendengarkan";"listen";"Saya suka mendengarkan musik di waktu luang saya."; "I like to listen to music in my free time."; "Verb"
"mendukung";"support";"Saya akan selalu mendukung kamu dalam apa saja."; "I will always support you in anything."; "Verb"
"menekan nomor telepon";"dial";"Saya harus menekan nomor telepon yang benar agar bisa berbicara dengan operator."; "I have to dial the correct phone number in order to talk to the operator."; "Verb"
"menelepon";"call";"Saya ingin menelepon teman saya untuk bertanya kabar."; "I want to call my friend to ask how they are doing."; "Verb"
"menemani";"accompany";"Saya akan menemani kamu ke dokter gigi besok."; "I will accompany you to the dentist tomorrow."; "Verb"
"menentang";"oppose";"Saya menentang kebijakan ini karena tidak masuk akal."; "I oppose this policy because it doesn't make sense."; "Verb"
"menerbitkan";"publish";"Saya bermimpi untuk menerbitkan buku saya sendiri suatu hari nanti."; "I dream of publishing my own book someday."; "Verb"
"menerima";"receive";"Saya akan menerima penghargaan ini dengan bangga."; "I will receive this award with pride."; "Verb"
