"pramugari";"flight attendant";"Saya mengagumi pramugari yang pintar dan ramah."; "I admire the smart and friendly flight attendants."; Noun
"pramuniaga";"shop assistant";"Saya membeli barang dari pramuniaga toko itu."; "I bought the goods from the shop assistant of that store."; Noun
"prasmanan";"buffet";"Makanan di prasmanan hotel ini sangat lezat."; "The food at this hotel buffet is very delicious."; Noun
"prem";"love";"Saya merasa akan jatuh cinta dengan prem yang indah itu."; "I feel like falling in love with that beautiful love."; Noun
"prem kering";"raisin";"Kue ini mengandung banyak prem kering di dalamnya."; "This cake contains a lot of raisins inside it."; Noun
"presiden";"president";"Presiden negara ini sangat dihormati oleh rakyatnya."; "The president of this country is highly respected by its people."; Noun
"pria";"man";"Apakah kamu tahu siapa pria itu yang mengenakan jas hitam itu?"; "Do you know who that man in the black suit is?"; Noun
"printer";"printer";"Printer ini bisa mencetak dokumen dengan sangat cepat."; "This printer can print documents very quickly."; Noun
"profesor";"professor";"Profesor itu memberikan kuliah yang sangat menarik."; "The professor gave a very interesting lecture."; Noun
"programer";"programmer";"Saya ingin menjadi seorang programer suatu hari nanti."; "I want to become a programmer someday."; Noun
"proyektor";"projector";"Bisakah kamu meminjamkan proyektormu untuk presentasi saya?"; "Can you lend me your projector for my presentation?"; Noun
"puas";"satisfied";"Saya sangat puas dengan layanan yang diberikan di restoran itu."; "I am very satisfied with the service provided at that restaurant."; Adjective
"pukul";"hit";"Ia tidak boleh menatap dan pukul orang yang lebih muda darinya."; "He must not stare at and hit someone younger than him."; Verb
"pulang";"go home";"Saya ingin pulang ke rumah segera setelah bekerja bertengger hari ini."; "I want to go home immediately after working for a long day today."; Verb
"pulang dan pergi kerja";"commuting";"Pulang dan pergi kerja setiap hari sangat melelahkan."; "Commuting every day is very tiring."; Verb Phrase 
"pulang pergi";"round trip";"Harga tiket pesawat untuk pulang pergi sangat murah."; "The airplane ticket price for round trip is very cheap."; Noun
"pulau";"island";"Taman nasional ini memiliki banyak pulau yang indah."; "This national park has many beautiful islands."; Noun
"pusing";"dizzy";"Saya merasa sangat pusing setelah berputar-putar dengan cepat."; "I feel very dizzy after spinning around quickly."; Adjective
"putera";"prince";"Putera itu termasuk pangeran tampan dan berbakat di kerajaan itu."; "The prince is a handsome and talented young man in that kingdom."; Noun
"puteri";"princess";"Puteri itu senang sekali mengenakan gaun indah di acara pesta."; "The princess is very happy to wear beautiful dresses at party events."; Noun
