"kolam renang";"swimming pool";"Kami akan pergi ke kolam renang besok."; "We will go to the swimming pool tomorrow."; "noun, noun"
"kolega";"colleague";"Kolega saya sangat pandai dalam bekerja."; "My colleague is very skillful in working."; "noun"
"komedi";"comedy";"Aku suka menonton film komedi"; "I like to watch comedy movies."; "noun"
"komedi romantis";"romantic comedy";"Komedi romantis adalah salah satu genre film favorit saya"; "Romantic comedy is one of my favorite movie genres."; "noun, noun"
"kompartemen";"compartment";"Kami memesan tiket di kompartemen eksekutif kereta api."; "We booked our tickets in the train's executive compartment."; "noun"
"kompor";"stove";"Ibu sedang memasak di atas kompor"; "Mom is cooking on the stove."; "noun"
"komputer";"computer";"Saya butuh komputer baru untuk bekerja"; "I need a new computer for work."; "noun"
"komputer meja";"desktop computer";"Komputer meja lebih mudah dipakai untuk bekerja"; "Desktop computer is easier to use for work."; "noun, noun"
"kondektur";"conductor";"Kondektur akan memeriksa tiket kita nanti."; "The conductor will check our tickets later."; "noun"
"kondisioner";"air conditioner";"Hotel ini memiliki kondisioner di setiap kamarnya."; "This hotel has air conditioner in each room."; "noun"
"kontrak";"contract";"Kita perlu menandatangani kontrak sebelum memulai kerjasama."; "We need to sign the contract before starting the cooperation."; "noun"
"koper";"suitcase";"Saya membawa tiga koper untuk liburan."; "I bring three suitcases for vacation."; "noun"
"kopi";"coffee";"Saya perlu secangkir kopi untuk memulai hari."; "I need a cup of coffee to start the day."; "noun"
"kopi susu";"coffee with milk";"Saya suka minum kopi susu di pagi hari."; "I like to drink coffee with milk in the morning."; "noun, noun"
"Korea Selatan";"South Korea";"Saya ingin pergi ke Korea Selatan untuk berlibur."; "I want to go to South Korea for vacation."; "proper noun"
"korek";"matches";"Apa kamu punya korek api?"; "Do you have any matches?"; "noun"
"korek gas";"lighter";"Saya membeli korek gas baru hari ini."; "I bought a new lighter today."; "noun"
"kostum";"costume";"Pertunjukan itu sangat menarik dengan kostum yang indah."; "The show was very interesting with beautiful costumes."; "noun"
"Kota Meksiko";"Mexico City";"Kota Meksiko memiliki banyak tempat wisata yang menarik"; "Mexico City has many interesting tourist destinations."; "proper noun"
"kotak surat";"mailbox";"Saya akan mengirimkan surat itu melalui kotak surat."; "I will send the letter through the mailbox."; "noun"
