"Kacang";"Nuts";"Saya suka makan kacang saat menonton film";"I like to eat nuts while watching movies";"Noun"
"Kacang mede";"Cashew nuts";"Kue yang enak itu terbuat dari kacang mede";"That delicious cake is made of cashew nuts";"Noun"
"Kacang tanah";"Peanuts";"Saya suka makan kacang tanah saat nonton sepak bola";"I like to eat peanuts while watching football";"Noun"
"Kadal air";"Water lizard";"Kadal air hidup di sungai";"Water lizards live in rivers";"Noun"
"Kafe";"Cafe";"Saya senang nongkrong di kafe sambil minum kopi";"I enjoy hanging out at the cafe while drinking coffee";"Noun"
"Kain";"Cloth";"Saya membeli kain untuk membuat baju baru";"I bought cloth to make a new shirt";"Noun"
"Kakak";"Elder sibling";"Kakak saya adalah seorang dokter";"My older sibling is a doctor";"Noun"
"Kakak laki-laki";"Elder brother";"Kakak laki-laki saya sedang kuliah di luar negeri";"My elder brother is studying abroad";"Noun"
"Kalah";"Lose";"Jangan takut kalah, yang penting adalah bermain dengan sepenuh hati";"Don't be afraid of losing, what's important is to play with all your heart";"Verb"
"Kalender";"Calendar";"Saya suka mengumpulkan kalender dari berbagai negara";"I like to collect calendars from various countries";"Noun"
"Kaligrafi";"Calligraphy";"Kaligrafi Arab sangat indah";"Arabic calligraphy is very beautiful";"Noun"
"Kalimat";"Sentence";"Saya ingin bisa membuat kalimat yang baik dan benar dalam bahasa Inggris";"I want to be able to make good and proper sentences in English";"Noun"
"Kalkun";"Turkey";"Kalkun adalah hidangan khas pada saat Thanksgiving";"Turkey is a special dish during Thanksgiving";"Noun"
"Kalung";"Necklace";"Saya membeli kalung emas untuk ibu saya";"I bought a gold necklace for my mother";"Noun"
"Kamar kosong";"Empty room";"Di hotel itu tersedia kamar kosong untuk tamu yang ingin menginap";"The hotel has empty rooms for guests who want to stay";"Noun"
"Kamar mandi";"Bathroom";"Sudah waktunya kamu membersihkan kamar mandi";"It's time for you to clean the bathroom";"Noun"
"Kamar tidur";"Bedroom";"Saya merasa nyaman tidur di kamar tidur saya";"I feel comfortable sleeping in my bedroom";"Noun"
"Kambing";"Goat";"Saya suka makan daging kambing";"I like to eat goat meat";"Noun"
"Kamera";"Camera";"Saya membawa kamera untuk mengambil foto liburan saya";"I brought a camera to take pictures of my vacation";"Noun"
"Kamera web";"Webcam";"Kamera web saya rusak, jadi saya harus membeli yang baru";"My webcam is broken, so I have to buy a new one";"Noun"
