"kebun binatang";"zoo";"Saya akan mengambil anak saya ke kebun binatang besok."; "I will take my child to the zoo tomorrow."; "noun"
"kecegukan";"hiccups";"Saya terus-menerus mengalami kecegukan setelah makan."; "I keep experiencing hiccups after eating."; "noun"
"kecil";"small";"Anjing saya sangat kecil dan lucu."; "My dog is very small and cute."; "adjective"
"kecoa";"cockroach";"Tidak ada yang suka melihat kecoa di dapur."; "No one likes to see a cockroach in the kitchen."; "noun"
"kedatangan";"arrival";"Kami akan menantikan kedatangan Anda di pesta ulang tahun anak kami."; "We will look forward to your arrival at our child's birthday party."; "noun"
"kedelai";"soybean";"Kedelai sangat bermanfaat bagi kesehatan kita."; "Soybeans are very beneficial for our health."; "noun"
"kekeringan";"drought";"Daerah saya sedang mengalami kekeringan yang parah."; "My area is experiencing a severe drought."; "noun"
"kelahiran";"birth";"Kami merayakan kelahiran bayi kami pada hari Minggu lalu."; "We celebrated the birth of our baby last Sunday."; "noun"
"Kelas ekonomi";"Economy class";"Kami memesan tiket penerbangan Kelas Ekonomi untuk perjalanan kami."; "We booked Economy class flight tickets for our trip."; "noun"
"Kelas Eksekutif";"Business class";"Saya ingin memesan tiket penerbangan Kelas Eksekutif untuk perjalanan bisnis saya."; "I want to book Business class flight tickets for my business trip."; "noun"
"kelelahan";"fatigue";"Saya merasa sangat kelelahan setelah berjalan kaki sepanjang hari."; "I feel very fatigued after walking all day."; "noun"
"kelelawar";"bat";"Kelelawar adalah hewan yang sangat menarik dan misterius."; "Bats are very interesting and mysterious animals."; "noun"
"kelembaban";"humidity";"Kelembaban di dalam rumah sangat penting untuk kesehatan kita."; "Humidity indoors is very important for our health."; "noun"
"kelinci";"rabbit";"Anak saya sangat suka memelihara kelinci sebagai hewan peliharaan."; "My child loves to keep a rabbit as a pet."; "noun"
"kelingking";"pinkie";"Saya sering mengalami sakit di jari kelingking saya."; "I often experience pain in my pinkie finger."; "noun"
"kelopak mata";"eyelid";"Saya mencuci muka dan kelopak mata saya setiap pagi dan sore hari."; "I wash my face and eyelids every morning and evening."; "noun"
"kelulusan";"graduation";"Kami semua merayakan kelulusan saudara laki-laki saya dari perguruan tinggi."; "We all celebrated my brother's graduation from college."; "noun"
"kemacetan lalu lintas";"traffic jam";"Kami terjebak dalam kemacetan lalu lintas selama dua jam."; "We were stuck in a traffic jam for two hours."; "noun"
"kemarin";"yesterday";"Saya bertemu dengan teman lama kemarin."; "I met an old friend yesterday."; "adverb"
"kembang kol";"cauliflower";"Kembang kol sangat mudah untuk dimasak dan sangat enak dengan saus bawang putih."; "Cauliflower is very easy to cook and tastes delicious with garlic sauce."; "noun"
