"pelampung";"life jacket";"Saya mengambil pelampung sebelum berlayar."; "I grabbed a life jacket before sailing."; noun-noun
"pelanggan";"customer";"Pelanggan kami selalu puas dengan layanan kami."; "Our customers are always satisfied with our service."; noun
"pelangi";"rainbow";"Saat hujan, saya suka melihat pelangi."; "When it rains, I like to see the rainbow."; noun
"pelayan";"waiter";"Pelayan yang baik selalu membantu pelanggan dengan senang hati."; "A good waiter always helps customers with pleasure."; noun
"pemadam kebakaran";"firefighter";"Pemadam kebakaran datang tepat waktu dan memadamkan api."; "Firefighters arrive on time and extinguish the fire."; noun-noun
"pemain";"player";"Saya ingin menjadi pemain sepak bola profesional."; "I want to be a professional soccer player."; noun
"pemalu";"shy";"Dia pribadi yang pemalu dan jarang bicara di depan umum."; "She's a shy person and rarely speaks in public."; adjective
"pemandu";"guide";"Pemandu wisata kami sangat mengerti tentang tempat-tempat wisata yang ada di Indonesia."; "Our tour guides are very knowledgeable about tourist attractions in Indonesia."; noun
"pemandu wisata";"tour guide";"Saya merekomendasikan Anda untuk menggunakan jasa pemandu wisata jika berkunjung ke suatu tempat yang belum pernah Anda datangi."; "I recommend you to use the services of a tour guide if you visit a place you've never been before."; noun-noun
"pemarah";"angry";"Ayah saya pemarah dan cepat marah."; "My dad is angry and gets mad quickly."; adjective
"pemasaran";"marketing";"Departemen pemasaran melakukan riset pasar sebelum melakukan kampanye."; "The marketing department conducts market research before launching a campaign."; noun
"pemberhentian";"stop";"Bus akan berhenti di pemberhentian terdekat."; "The bus will stop at the nearest stop."; noun
"pembuka kaleng";"can opener";"Saya menggunakan pembuka kaleng untuk membuka kaleng makanan saya."; "I use a can opener to open my canned food."; noun-noun
"pembuka tutup botol";"bottle opener";"Tolong carikan saya pembuka tutup botol, saya mau minum minuman soda."; "Please find me a bottle opener, I want to drink soda."; noun-noun
"pembuluh darah";"blood vessel";"Darah dipompa melalui pembuluh darah oleh jantung."; "Blood is pumped through blood vessels by the heart."; noun-noun
"pemenang";"winner";"Pemenang lomba mendapatkan hadiah uang tunai dan sertifikat."; "The winner of the competition gets cash prize and certificate."; noun
"pemeriksaan barang";"baggage check";"Sebelum masuk ke pesawat, tugas Anda adalah melewati pemeriksaan barang."; "Before entering the plane, your duty is to pass the baggage check."; noun-noun
"pemeriksaan karcis";"ticket inspection";"Petugas akan melakukan pemeriksaan karcis di dalam kereta api."; "Officials will conduct ticket inspection on the train."; noun-noun
"pemesanan";"reservation";"Saya sudah melakukan pemesanan kamar hotel melalui telepon."; "I have made a hotel room reservation by phone."; noun
"pemutar DVD";"DVD player";"Anak saya hobi menonton film menggunakan pemutar DVD."; "My son loves watching movies using a DVD player."; noun-noun
