"akar";"roots";"Tumbuhan tersebut memiliki akar yang kuat";"The plant has strong roots";"noun"
"akses internet";"internet access";"Di kota ini akses internet sudah sangat maju";"In this city, internet access is very advanced";"noun"
"aktif";"active";"Saya suka menjadi orang yang aktif";"I like being an active person";"adjective"
"aktor";"actor";"Dia adalah salah satu aktor terbaik di Indonesia";"He is one of the best actors in Indonesia";"noun"
"aktor suara";"voice actor";"Pekerjaan sebagai aktor suara sangat mengasyikkan";"Working as a voice actor is very fun";"noun"
"aktris";"actress";"Dia adalah salah satu aktris terkenal di Indonesia";"She is one of the famous actresses in Indonesia";"noun"
"akuarium";"aquarium";"Saya suka mengunjungi tempat wisata yang memiliki akuarium besar";"I like visiting tourist attractions with large aquariums";"noun"
"akuntan";"accountant";"Pekerjaan sebagai akuntan memerlukan keakuratan yang tinggi";"Working as an accountant requires high accuracy";"noun"
"Akuntansi";"Accounting";"Saya mempelajari Akuntansi di perguruan tinggi";"I studied Accounting at university";"noun"
"Al-Quran";"Quran";"Banyak orang Muslim membaca Al-Quran setiap hari";"Many Muslims read the Quran every day";"noun"
"alamat";"address";"Boleh saya tahu alamat rumahmu?";"Can I know your home address?";"noun"
"alat makan";"eating utensils";"Restoran tersebut menyediakan alat makan berkualitas tinggi";"The restaurant provides high-quality eating utensils";"noun"
"alat musik";"musical instrument";"Saya ingin belajar bermain alat musik tradisional Indonesia";"I want to learn how to play traditional Indonesian musical instruments";"noun"
"alat pendengar";"hearing aid";"Kakek saya membutuhkan alat pendengar untuk mendengar dengan baik";"My grandfather needs a hearing aid to hear well";"noun"
"alat tulis";"writing utensils";"Saya harus membeli alat tulis untuk anak saya yang akan masuk sekolah";"I have to buy writing utensils for my child who is going to school";"noun"
"alergi";"allergy";"Saya memiliki alergi terhadap debu";"I have an allergy to dust";"noun"
"alfabet";"alphabet";"Bahasa Indonesia menggunakan alfabet latin";"Indonesian language uses the Latin alphabet";"noun"
"alis";"eyebrows";"Dia memiliki alis yang sangat tebal";"She has very thick eyebrows";"noun"
"Alkitab";"Bible";"Orang Kristen sering membaca Alkitab";"Christians often read the Bible";"noun"
"alkohol";"alcohol";"Minuman beralkohol tidak diperbolehkan di tempat kerja";"Alcoholic beverages are not allowed in the workplace";"noun"
