"belanja";"shopping";"Saya perlu pergi belanja hari ini";"I need to go shopping today";"verb"
"belok kanan";"turn right";"Di depan jalan, belok kanan";"Turn right on the street ahead";"verb"
"belok kiri";"turn left";"Nanti di lampu merah, belok kiri";"Turn left at the red light later";"verb"
"benar";"true";"Itu benar apa yang kamu katakan";"It's true what you said";"adjective"
"bensin";"petrol";"Saya butuh isi ulang bensin";"I need to refill the petrol";"noun"
"bentuk badan";"body shape";"Daripada mengubah bentuk badanmu, lebih baik coba hidup lebih sehat";"Instead of changing your body shape, try to live healthier";"noun"
"bentuk tubuh";"body shape";"Banyak orang tak sadar jika bentuk tubuhnya berbeda dari orang lain";"Many people don't realize that their body shape is different from others";"noun"
"bepergian";"travelling";"Aku jadi suka bepergian sejak punya penghasilan";"I started to like travelling since I had income";"verb"
"berang-berang";"otter";"Di kebun binatang, aku senang melihat berang-berang";"In the zoo, I enjoy seeing otters";"noun"
"berangin";"windy";"Hari ini terasa sangat berangin";"Today feels very windy";"adjective"
"Berapa umurmu?";"How old are you?";"Saat pertemuan pertama, pertanyaan wajib: 'Berapa umurmu?'";"At the first meeting, the required question is: 'How old are you?'";"phrase"
"berawan";"cloudy";"Tadi siang cuaca berawan";"It was cloudy earlier this afternoon";"adjective"
"berbicara";"speak";"Aku suka mendengar ungkapan baru dari orang yang pandai berbicara";"I like hearing new expressions from people who can speak well";"verb"
"bercukur";"shave";"Aku akan bercukur sebelum pergi ke pesta";"I will shave before going to the party";"verb"
"berdiri";"stand";"Mereka berdiri di atas panggung untuk memberikan pidato";"They stood on the stage to give a speech";"verb"
"berendam";"soak";"Aku suka berendam di bathtub penuh bunga dan garam epsom";"I like soaking in a bathtub full of flowers and epsom salt";"verb"
"bergelombang";"wavy";"Di maupun luar, rambut bergelombangmu selalu cantik";"Inside or outside, your wavy hair always looks beautiful";"adjective"
"bergerak";"move";"Hari ini badanku terasa berat untuk bergerak";"Today my body feels heavy to move";"verb"
"bergurau";"joke around";"Teman-temanku selalu suka bergurau di waktu luang";"My friends always like to joke around in their free time";"verb"
"beristirahat";"rest";"Setelah berolahraga, aku perlu beristirahat sejenak";"After working out, I need to rest for a while";"verb"
