"ekonomi";"economy";"Tingkat pertumbuhan ekonomi Indonesia meningkat."; "Indonesia's economic growth rate is increasing.";noun
"ekstra besar";"extra large";"Saya butuh baju ekstra besar karena saya kurang pandai diet."; "I need extra large clothes because I'm not good at dieting.";adjective
"elang";"eagle";"Elang adalah burung yang kuat."; "Eagles are strong birds.";noun
"emas";"gold";"Banyak orang menyukai perhiasan emas."; "Many people like gold jewelry.";noun
"empat";"four";"Ada empat kursi di meja makan kita."; "There are four chairs at our dining table.";numeral 
"empat belas";"fourteen";"Dia berusia empat belas tahun."; "She is fourteen years old.";numeral 
"empat puluh empat";"forty-four";"Nomor telepon rumah saya dimulai dengan empat puluh empat."; "My home phone number starts with forty-four.";numeral 
"empat ratus";"four hundred";"Harga kursi rotan itu seratus ribu rupiah per buahnya, jadi untuk empat ratus ribu rupiah dapat dibeli empat buah kursi itu."; "The price of that rattan chair is one hundred thousand rupiah each, so with four hundred thousand rupiah, you can buy four of them.";numeral 
"empat ribu";"four thousand";"Saya membayar empat ribu rupiah untuk tiket konser itu."; "I paid four thousand rupiah for that concert ticket.";numeral 
"Enak!";"Delicious!";"Makanan di restoran ini enak!"; "The food in this restaurant is delicious!";interjection 
"enam";"six";"Enam kue cokelat itu menjadi milikku."; "Six chocolate cakes became mine.";numeral 
"enam belas";"sixteen";"Saya mulai naik motor di usia enam belas tahun."; "I started riding a motorcycle at the age of sixteen.";numeral 
"enam puluh enam";"sixty-six";"Ayah saya umurnya enam puluh enam tahun."; "My father is sixty-six years old.";numeral 
"enam ratus";"six hundred";"Sekarang, harga satu baju tidak mungkin sampai enam ratus ribu rupiah."; "Now, the price of one shirt cannot reach six hundred thousand rupiah.";numeral 
"enam ribu";"six thousand";"Saya melelang peralatan musik saya dan berhasil mendapatkan enam ribu rupiah."; "I auctioned off my musical equipment and successfully got six thousand rupiah.";numeral 
"Eropa";"Europe";"Saat SMP saya pernah pergi ke beberapa negara di Eropa."; "When I was in junior high school, I went to several countries in Europe.";noun 
"es";"ice";"Es sangat menghilangkan dahaga."; "Ice really quenches thirst.";noun 
"eskalator";"escalator";"Saya selalu takut mengambil eskalator di pusat perbelanjaan."; "I'm always afraid to take the escalator in the mall.";noun 
"euro";"euro";"Berapa kurs euro ke rupiah hari ini?"; "What is the euro rate to rupiah today?";noun 
"eyeliner";"eyeliner";"Saya selalu menggunakan eyeliner warna cokelat tua."; "I always use dark brown eyeliner.";noun
