"jam tangan";"wristwatch";"Saya suka memakai jam tangan karena membuat saya tepat waktu";"I like wearing wristwatch because it makes me punctual";"noun, noun"
"jamur kancing";"button mushroom";"Saya suka makan jamur kancing sauté";"I like eating sautéed button mushrooms";"noun, noun"
"Jangan kuatir";"Don't worry";"Jangan kuatir, semuanya akan beres";"Don't worry, everything will be alright";"phrase"
"Jangan malu-malu";"Don't be shy";"Jangan malu-malu, coba say hello!";"Don't be shy, say hello!";"phrase"
"janggut";"beard";"Ada banyak orang dengan janggut panjang di festival itu";"There were many people with long beards at the festival";"noun"
"jangkrik";"cricket";"Saya suka mendengarkan suara jangkrik di malam hari";"I like listening to the sound of crickets at night";"noun"
"Januari";"January";"Saya akan pergi ke Bali pada bulan Januari";"I will go to Bali in January";"noun"
"jari manis";"ring finger";"Cincin tangan saya pas di jari manis";"My ring fits perfectly on my ring finger";"noun, noun"
"jari tangan";"finger";"Saya melihat jari tangan kiri Anda terluka";"I see that your left finger is injured";"noun, noun"
"jari tengah";"middle finger";"Jangan menunjukkan jari tengah pada orang lain, itu tidak sopan";"Don't show your middle finger to others, it's impolite";"noun, noun"
"jarum";"needle";"Saya butuhkan jarum untuk menjahit baju saya yang robek";"I need a needle to sew my torn shirt";"noun"
"jas hujan";"raincoat";"Saya selalu membawa jas hujan di dalam tas saya saat musim penghujan";"I always bring a raincoat in my bag during the rainy season";"noun"
"jauh";"far";"Sekolah saya terletak jauh dari rumah";"My school is far from my house";"adjective"
"jazz";"jazz";"Saya suka musik jazz karena membuat saya merasa santai";"I like jazz music because it makes me feel relaxed";"noun"
"jelai";"wheat";"Sekarang banyak makanan yang terbuat dari jelai yang lebih sehat";"Nowadays, many foods are made from wheat which is healthier";"noun"
"jelek";"ugly";"Jangan katakan seseorang jelek, itu tidak sopan";"Don't say someone is ugly, it's impolite";"adjective"
"jembatan";"bridge";"Jembatan itu sangat kuat dan kokoh";"That bridge is very strong and sturdy";"noun"
"jembatan penyeberangan";"pedestrian overpass";"Saat menyeberang jalan, lebih aman menggunakan jembatan penyeberangan";"When crossing the road, it's safer to use the pedestrian overpass";"noun, noun"
"jendela";"window";"Saya membuka jendela untuk memperoleh udara segar";"I open the window to get fresh air";"noun"
"jenis apa";"what kind";"Saya tidak tahu jenis apa mobil yang mereka beli";"I don't know what kind of car they bought";"phrase"
