"celana jins";"jeans";"Saya sedang mencuci celana jins kesukaan saya";"I'm washing my favorite jeans";"noun, noun"
"Celsius";"Celsius";"Suhu di luar rumah mencapai 30 derajat Celsius hari ini";"The temperature outside reached 30 degrees Celsius today";"noun"
"cemas";"anxious";"Saya merasa cemas tentang presentasi besok";"I feel anxious about the presentation tomorrow";"adjective"
"centong";"ladle";"Tolong ambilkan centong sup dari meja";"Please get the soup ladle from the table";"noun"
"cerah";"bright";"Langit cerah dan matahari bersinar";"The sky is bright and the sun is shining";"adjective"
"cerdik";"clever";"Dia sangat cerdik dalam menyelesaikan masalah";"He is very clever in solving problems";"adjective"
"cerek kopi";"coffee grinder";"Saya memerlukan cerek kopi baru untuk membuat kopi terbaik saya";"I need a new coffee grinder to make my best coffee";"noun, noun"
"ceri";"cherries";"Tokonya menjual ceri segar musim panas ini";"The store is selling fresh cherries this summer";"noun"
"cerita";"story";"Kamu selalu memiliki cerita yang menarik untuk disimak";"You always have interesting stories to listen to";"noun"
"cerita pendek";"short story";"Saya suka membaca cerita pendek sebelum tidur";"I like to read short stories before bed";"noun, noun"
"cermin";"mirror";"Saya melihat bayangan saya di cermin";"I saw my reflection in the mirror";"noun"
"cicak";"gecko";"Cicak sering terdengar di sekitar rumah saya";"Geckos are often heard around my house";"noun"
"Cina";"China";"Saya ingin mengunjungi Cina suatu saat nanti";"I want to visit China someday";"proper noun"
"cincin";"ring";"Saya kehilangan cincin pernikahan saya";"I lost my wedding ring";"noun"
"cinta";"love";"Saya mencintaimu lebih dari apapun di dunia ini";"I love you more than anything in this world";"noun, verb"
"citah";"humor";"Kamu memiliki citah yang lucu dan menyenangkan";"You have a funny and enjoyable humor";"noun"
"cocok";"fit";"Baju baru ini cocok denganmu sangat baik";"This new shirt fits you very well";"adjective, verb"
"cocok dengan";"suitable for";"Penggantian seseorang harus cocok dengan kriteria tertentu";"Replacing someone should be suitable for certain criteria";"verb"
"cokelat";"chocolate";"Saya suka memakan cokelat setiap hari";"I like to eat chocolate every day";"noun"
"contoh";"example";"Berikanlah contoh berikut untuk membantu menjelaskan";"Provide the following example to help explain";"noun"
