"pinggir kota";"city outskirts";"Saya suka jogging di pinggir kota setiap pagi";"I like jogging in the city outskirts every morning";"noun, noun"
"pinset";"tweezers";"Saya perlu membeli satu set pinset baru";"I need to buy a new set of tweezers";"noun"
"pintu";"door";"Tolong tutup pintu sebelum keluar";"Please close the door before leaving";"noun"
"pintu belakang";"backdoor";"Maaf, saya harus keluar melalui pintu belakang";"Sorry, I have to exit through the backdoor";"noun, noun"
"pintu darurat";"emergency door";"Pintu darurat hanya boleh dibuka dalam keadaan darurat";"Emergency door can only be opened in emergency situations";"noun, adjective"
"pintu keberangkatan";"departure gate";"Silahkan menuju pintu keberangkatan untuk boarding pesawat";"Please proceed to the departure gate for boarding the plane";"noun, noun"
"pintu keluar";"exit door";"Pintu keluar sebelah kanan";"Exit door is on the right side";"noun"
"pintu masuk";"entrance door";"Pintu masuk berada di sisi kiri bangunan";"Entrance door is on the left side of the building";"noun"
"pipi";"cheek";"Saat ia tersenyum, bulu kumisnya menggaris di pipi";"When he smiles, his mustache hair lines on his cheek";"noun"
"piring";"plate";"Tolong siapkan dua piring lagi untuk tamu yang datang";"Please prepare two more plates for the incoming guests";"noun"
"pisang";"banana";"Pisang sangat baik untuk kesehatan";"Bananas are very good for health";"noun"
"pisau";"knife";"Saya suka memasak, jadi saya memiliki banyak pisau di dapur";"I like cooking, so I have many knives in the kitchen";"noun"
"pisau bistik";"steak knife";"Silahkan gunakan pisau bistik untuk memotong daging";"Please use the steak knife to cut the meat";"noun, noun"
"pisau cukur";"razor";"Hati-hati saat menggunakan pisau cukur agar tidak terluka";"Be careful when using the razor to avoid getting hurt";"noun"
"pisau ukir";"carving knife";"Saya membeli pisau ukir untuk membuat patung dari kayu";"I bought a carving knife to make wooden sculptures";"noun, noun"
"piyama";"pajamas";"Saya suka memakai piyama setiap malam sebelum tidur";"I like wearing pajamas every night before sleeping";"noun"
"pizza";"pizza";"Pizza adalah makanan favorit saya";"Pizza is my favorite food";"noun"
"plafon";"ceiling";"Tolong bersihkan debu di plafon kamar tidur";"Please clean the dust on the bedroom ceiling";"noun"
"platipus";"platypus";"Saya belum pernah melihat platipus secara langsung";"I have never seen a platypus in person";"noun"
"plester luka";"band-aid";"Saya memasang plester luka di jari saya yang terluka";"I put a band-aid on my injured finger";"noun, noun"
