"lemah";"weak";"Dia terlihat lemah setelah sakit";"He looked weak after being sick";"adjective"
"lemari";"wardrobe";"Baju-baju saya ada di dalam lemari";"My clothes are inside the wardrobe";"noun"
"lemari es";"refrigerator";"Tolong ambilkan air minum dari lemari es";"Please get some drinking water from the refrigerator";"noun"
"lembab";"humid";"Udara di luar sangat lembab dan panas";"The air outside is very humid and hot";"adjective"
"lembap menyesakkan";"muggy";"Cuaca lembap menyesakkan membuat saya sulit bernafas";"The muggy weather makes it difficult for me to breathe";"adjective"
"lembur";"overtime";"Karyawan harus lembur untuk menyelesaikan tugas-tugas penting";"Employees have to work overtime to complete important tasks";"noun/verb"
"lembut";"soft";"Kulit bayi sangat lembut";"Baby's skin is very soft";"adjective"
"lengan";"arm";"Saya mencubit lengan adik saya karena ia nakal";"I pinched my little brother's arm because he was naughty";"noun"
"lengan baju";"sleeve";"Lengan bajunya terlalu pendek";"The sleeves of the shirt are too short";"noun"
"lengan bawah";"forearm";"Saya suka menulis di lengan bawah saya";"I like to write on my forearm";"noun"
"lengan panjang";"long-sleeved";"Pakai baju lengan panjang kalau ke gunung";"Wear a long-sleeved shirt when you go to the mountains";"adjective"
"lengan pendek";"short-sleeved";"Pakai baju lengan pendek kalau sedang panas";"Wear a short-sleeved shirt when it's hot";"adjective"
"lepas landas";"take off";"Pesawat akan lepas landas dalam sepuluh menit";"The plane will take off in ten minutes";"verb"
"lewat seperempat";"quarter past";"Kami akan selesai rapat lewat seperempat";"We will finish the meeting at quarter past";"adverb"
"lewat tiga puluh menit";"thirty minutes late";"Dia selalu datang lewat tiga puluh menit";"He always arrives thirty minutes late";"adverb"
"lezat";"delicious";"Makanan ini sangat lezat";"This food is very delicious";"adjective"
"libur";"day off";"Hari Minggu adalah hari libur saya";"Sunday is my day off";"noun"
"libur sekolah";"school holiday";"Anak-anak sangat senang saat libur sekolah";"Children are very happy during school holiday";"noun"
"liburan";"vacation";"Aku ingin pergi ke Bali untuk liburan";"I want to go to Bali for vacation";"noun/verb"
"liburan musim panas";"summer vacation";"Anak-anak biasanya menikmati liburan musim panas";"Children usually enjoy summer vacation";"noun"
