"Kabar";"News";"Apa kabar hari ini?";"How are you today?";"Noun"
"Apartemen";"Apartment";"Saya tinggal di sebuah apartemen";"I live in an apartment";"Noun"
"Asma";"Asthma";"Ibu saya menderita asma";"My mother suffers from asthma";"Noun"
"Atlit";"Athlete";"Dia seorang atlit yang sangat hebat";"He is a great athlete";"Noun"
"Asin";"Salty";"Sayur ini terlalu asin";"These vegetables are too salty";"Adjective"
"Awan";"Cloud";"Langit penuh dengan awan";"The sky is full of clouds";"Noun"
"Asbak";"Ashtray";"Tolong beri saya sebuah asbak";"Please give me an ashtray";"Noun"
"Asuransi";"Insurance";"Saya telah membeli asuransi";"I have purchased insurance";"Noun"
"Aprikot";"Apricot";"Saya suka makan aprikot segar";"I like to eat fresh apricots";"Noun"
"Argentina";"Argentina";"Saya ingin pergi ke Argentina";"I want to go to Argentina";"Proper Noun"
"Apel";"Apple";"Saya suka makan apel hijau";"I like to eat green apples";"Noun"
"Asia";"Asia";"Saya berasal dari Asia";"I come from Asia";"Proper Noun"
"Atas";"Upper";"Bisakah saya duduk di atas kursi itu?";"Can I sit on that upper seat?";"Adjective"
"Atlit profesional";"Professional athlete";"Dia seorang atlit profesional";"He is a professional athlete";"Noun"
"Asuransi";"Insurance";"Saya membutuhkan asuransi untuk mobil baru saya";"I need insurance for my new car";"Noun"
"Alamat email-mu";"Your email address";"Apa alamat email-mu?";"What is your email address?";"Noun"
"Asrama";"Dormitory";"Saya tinggal di asrama selama kuliah di universitas";"I lived in a dormitory during my university days";"Noun"
"April";"April";"Hari ulang tahun saya pada bulan April";"My birthday is in April";"Proper Noun"
"Atasan";"Boss";"Atasan saya sangat baik dan ramah";"My boss is very nice and friendly";"Noun"
"Australia";"Australia";"Saya ingin pergi ke Australia untuk liburan";"I want to go to Australia for a vacation";"Proper Noun"
