"bulan";"moon";"Bulan purnama selalu indah dipandang malam hari.";"Full moon always looks beautiful at night.";"Noun, Noun"
"bulan purnama";"full moon";"Bulan purnama terlihat sangat indah malam hari ini.";"The full moon looks very beautiful tonight.";"Noun, Noun"
"bulat";"round";"Bola itu sangat bulat dan bagus untuk dimainkan.";"The ball is very round and good to play with.";"Adjective"
"bulu mata";"eyelash";"Riasan bulu mata kamu terlihat sangat indah.";"Your eyelash makeup looks very beautiful.";"Noun, Noun"
"bulutangkis";"badminton";"Saya suka bermain bulutangkis pada hari Minggu.";"I like to play badminton on Sundays.";"Noun"
"bumbu";"spice";"Bumbu yang kamu gunakan untuk masakan ini sangat enak.";"The spice you use for this dish is very delicious.";"Noun"
"bundaran";"roundabout";"Saya harus melewati bundaran terlebih dahulu sebelum sampai di sana.";"I have to pass the roundabout first before I can get there.";"Noun"
"bunga";"flower";"Bunga-bunga di taman kamu sangat indah.";"The flowers in your garden are very beautiful.";"Noun"
"bunga bakung";"lily";"Bunga bakung memiliki aroma yang sangat harum.";"Lilies have a very fragrant aroma.";"Noun, Noun"
"bunga dandelion";"dandelion";"Bunga dandelion dapat dimakan dan enak dijadikan salad.";"Dandelions can be eaten and are delicious in salads.";"Noun, Noun"
"bunga matahari";"sunflower";"Bunga matahari selalu mengikuti arah matahari.";"Sunflowers always follow the direction of the sun.";"Noun, Noun"
"burger keju";"cheeseburger";"Saya ingin makan burger keju dan minum kopi hitam.";"I want to eat a cheeseburger and drink black coffee.";"Noun, Noun"
"buruh";"worker";"Buruh ini mengerjakan pekerjaannya dengan sangat rajin.";"This worker does his job very diligently.";"Noun"
"buruk";"bad";"Cuaca hari ini buruk dan cerah setelah hujan.";"The weather is bad today and sunny after the rain.";"Adjective"
"burung";"bird";"Beberapa burung terbang di atas langit biru hari ini.";"Some birds are flying above the blue sky today.";"Noun"
"burung camar";"seagull";"Burung camar adalah burung laut yang indah.";"Seagulls are beautiful seabirds.";"Noun, Noun"
"burung dara";"pigeon";"Burung dara kerap kali muncul di taman kota.";"Pigeons often appear in city parks.";"Noun, Noun"
"burung emu";"emu";"Burung emu hidup di padang rumput di Australia.";"Emus live on grasslands in Australia.";"Noun, Noun"
"burung hantu";"owl";"Burung hantu terbang di malam hari.";"Owls fly at night.";"Noun, Noun"
"burung hering";"heron";"Burung hering adalah burung yang memiliki bulu khusus.";"Heron is a bird with special feathers.";"Noun, Noun"
