"identitas";"identity";"Identitas sangat penting untuk mengetahui siapa seseorang";"Identity is very important to know who someone is";"Noun"
"ikan";"fish";"Ikan adalah salah satu makanan paling sehat";"Fish is one of the healthiest foods";"Noun"
"ikan pari";"stingray";"Ikan pari biasa ditemukan di perairan tropis";"Stingrays are commonly found in tropical waters";"Noun"
"ikat pinggang";"belt";"Saya tidak bisa keluar rumah tanpa ikat pinggang";"I can't leave the house without a belt";"Noun"
"ilmu bumi";"earth science";"Ilmu bumi sangat penting dalam pengembangan sumber daya alam";"Earth science is very important for the development of natural resources";"Noun"
"ilmu ekonomi";"economics";"Ilmu ekonomi sangat berguna dalam mengelola bisnis";"Economics is very useful in managing businesses";"Noun"
"ilmu hukum";"law";"Ilmu hukum adalah salah satu jurusan yang paling diminati mahasiswa";"Law is one of the most popular majors among students";"Noun"
"ilmu kedokteran";"medicine";"Ilmu kedokteran sangat penting dalam penyembuhan penyakit";"Medicine is very important in curing diseases";"Noun"
"ilmu komputer";"computer science";"Ilmu komputer adalah bidang yang berkembang pesat di era digital";"Computer science is a rapidly growing field in the digital age";"Noun"
"ilmu politik";"political science";"Ilmu politik membahas tentang sistem politik";"Political science discusses political systems";"Noun"
"inci";"inch";"Satu inci sama dengan 2,54 sentimeter";"One inch is equal to 2.54 centimeters";"Noun"
"indera pengecap";"taste buds";"Indera pengecap kita melacak rasa makanan kita";"Our taste buds track the taste of our food";"Noun"
"India";"India";"India adalah negara yang memiliki beragam budaya dan bahasa";"India is a country with diverse cultures and languages";"Noun"
"industri";"industry";"Industri makanan terus berkembang di seluruh dunia";"The food industry continues to grow worldwide";"Noun"
"ingat";"remember";"Saya tidak ingat nama teman saya";"I don't remember my friend's name";"Verb"
"Inggris";"England";"Inggris adalah salah satu negara produsen musik terbesar";"England is one of the largest music producing countries";"Noun"
"ingusan";"snotty";"Jangan berbicara dengan suara tinggi atau terdengar seperti orang yang ingusan";"Don’t speak loudly or sound like a snotty person";"Adjective"
"Ini (nama orang)";"This (name)";"Ini Daniel, teman saya dari kampus";"This is Daniel, my friend from college";"Pronoun"
"Ini sulit";"This is difficult";"Ini sulit untuk dipahami";"This is difficult to understand";"Phrase"
"Ini untukmu";"This is for you";"Ini bunga untukmu, sebagai tanda persahabatan kita";"This flower is for you, as a sign of our friendship";"Phrase"
