"padang rumput";"grass field";"Anjing suka bermain di padang rumput."; "Dogs like to play in the grass field."; Noun
"padat";"dense";"Lalu lintas di Jakarta sangat padat."; "The traffic in Jakarta is very dense."; Adjective
"pagi";"morning";"Saya suka bangun pagi."; "I like to wake up in the morning."; Noun
"paha";"thigh";"Ayam goreng bagian paha sangat enak."; "Fried chicken thighs are very delicious."; Noun
"pahit";"bitter";"Lidah saya lebih sensitif terhadap makanan yang pahit.";"My tongue is more sensitive to bitter food."; Adjective
"pakaian";"clothing";"Pakaian yang sesuai membuat kita terlihat bagus."; "Appropriate clothing makes us look good."; Noun
"pakaian dalam";"underwear";"Pakaian dalam harus dipilih dengan hati-hati."; "Underwear must be chosen carefully."; Noun
"paku payung";"umbrella nail";"Paku payung juga harus dipilih dengan hati-hati."; "Umbrella nails must also be chosen carefully."; Noun
"palu";"hammer";"Palu adalah alat yang digunakan untuk memaku kayu."; "A hammer is a tool used to nail wood."; Noun
"panas";"hot";"Hari ini sangat panas."; "Today is very hot."; Adjective
"panas yang luar biasa";"extremely hot";"Cukup berjemur di bawah matahari, kulit langsung terbakar karena panas yang luar biasa.";"Just sunbathing for a while, the skin immediately burns due to extremely hot."; Adjective
"pancuran";"fountain";"Di taman ada pancuran yang indah."; "There is a beautiful fountain in the park."; Noun
"pandai";"clever";"Dia sangat pandai dalam memecahkan masalah."; "He is very clever in solving problems."; Adjective
"panjang";"long";"Rambut saya panjang sekali."; "My hair is very long."; Adjective
"pantat";"buttocks";"Ayah saya sering menghasilkan lelucon tentang pantatnya.";"My father often makes jokes about his buttocks."; Noun
"papan ketik";"keyboard";"Papan ketik komputer harus sering di bersihkan.";"Computer keyboards should be cleaned regularly."; Noun
"papan tulis";"blackboard";"Guru menulis di papan tulis."; "The teacher writes on the blackboard."; Noun
"papan tulis putih";"whiteboard";"Sekarang papan tulis putih lebih sering digunakan daripada papan tulis biasa."; "Nowadays, whiteboards are more often used than regular blackboards."; Noun
"paprika";"bell pepper";"Saya suka menambahkan paprika pada salad saya."; "I like to add bell pepper to my salad."; Noun
"Paris";"Paris";"Saya sangat ingin pergi ke Paris suatu hari nanti."; "I really want to go to Paris someday."; Place
