"pemutar video";"video player";"Saya membutuhkan pemutar video baru untuk laptop saya."; "I need a new video player for my laptop."; "noun, noun"
"pendek";"short";"Saya lebih suka rambut pendek untuk nyaman."; "I prefer short hair for comfort."; "adjective"
"pendeta";"priest";"Pendeta memberikan khotbah pada hari Minggu."; "The priest gives a sermon on Sunday."; "noun"
"penelitian";"research";"Saya sedang melakukan penelitian tentang kesehatan mental."; "I am conducting research on mental health."; "noun"
"penerbangan";"flight";"Saya memesan penerbangan ke New York untuk akhir pekan ini."; "I booked a flight to New York for this weekend."; "noun"
"penerbit surat kabar";"newspaper publisher";"Penerbit surat kabar ini baru saja meluncurkan edisi baru."; "This newspaper publisher has just launched a new edition."; "noun, noun"
"penerima";"receiver";"Saya meminta nomor penerima untuk transfer uang."; "I asked for the receiver's number for the money transfer."; "noun"
"penerjemah";"translator";"Penerjemah ini bisa menerjemahkan bahasa Inggris-Indonesia dengan lancar."; "This translator can translate English-Indonesian fluently."; "noun"
"pengacara";"lawyer";"Kita membutuhkan pengacara untuk menangani kasus ini."; "We need a lawyer to handle this case."; "noun"
"pengawas";"supervisor";"Pengawas memastikan pekerjaan selesai tepat waktu."; "The supervisor ensures that the work is completed on time."; "noun"
"pengeras suara";"speaker";"Saya ingin membeli pengeras suara baru untuk rumah saya."; "I want to buy a new speaker for my house."; "noun"
"pengering rambut";"hair dryer";"Saya memerlukan pengering rambut yang ringan dan mudah digunakan."; "I need a hair dryer that is lightweight and easy to use."; "noun"
"penggaris";"ruler";"Saya kehilangan penggaris saya, jadi saya harus membeli yang baru."; "I lost my ruler, so I have to buy a new one."; "noun"
"penggorengan";"frying pan";"Saya suka memasak di penggorengan besar agar dapat membuat banyak makanan sekaligus."; "I like to cook in a large frying pan so I can make a lot of food at once."; "noun"
"penghapus karet";"eraser";"Saya memakai penghapus karet untuk menghilangkan kesalahan saya pada kertas."; "I use an eraser to remove my mistakes on paper."; "noun"
"penguburan";"burial";"Keluarga menghadiri penguburan kakek saya di pemakaman umum pada hari ini."; "The family attends my grandfather's burial at the public cemetery today."; "noun"
"penjepit kertas";"paper clip";"Saya selalu menggunakan penjepit kertas saat mengorganisir dokumen."; "I always use paper clips when organizing documents."; "noun"
"penjual";"seller";"Penjual menjual buah-buahan segar di pasar."; "The seller sells fresh fruits at the market."; "noun"
"penjualan";"sales";"Penjualan di toko meningkat akhir-akhir ini."; "The sales at the store have been increasing lately."; "noun"
"pensil";"pencil";"Saya membutuhkan pensil baru untuk menggambar."; "I need a new pencil for drawing."; "noun"
