"seratus milyar";"one hundred billion";"Dia memiliki kekayaan sebanyak seratus milyar dolar";"He has a wealth of one hundred billion dollars"; "noun, noun"
"seratus ribu";"one hundred thousand";"Sekitar seratus ribu orang menghadiri konser tersebut";"Around one hundred thousand people attended the concert"; "noun, noun"
"seratus satu";"one hundred one";"Saat ini saya berusia seratus satu tahun dan masih sehat";"I am currently one hundred and one years old and still healthy"; "adjective, number"
"seratus trilyun";"one hundred trillion";"Pendapatan perusahaan tersebut mencapai seratus trilyun rupiah";"The company's revenue reached one hundred trillion rupiah"; "noun, noun"
"serdadu";"soldier";"Banyak serdadu yang bertarung dalam perang";"Many soldiers fought in the war"; "noun"
"seribu";"one thousand";"Sekitar seribu orang mengunjungi museum setiap hari";"Around one thousand people visit the museum every day"; "adjective, number"
"sering";"often";"Saya sering berlari setiap pagi untuk menjaga kesehatan";"I often run every morning to maintain my health"; "adverb"
"serius";"serious";"Dia sangat serius dalam mengambil keputusan";"He is very serious in making decisions"; "adjective"
"setelan jas";"suit";"Dia memakai setelan jas untuk pernikahan temannya";"He wore a suit for his friend's wedding"; "noun, noun"
"sewa";"rent";"Saya ingin menyewa apartemen di pusat kota";"I want to rent an apartment in the city center"; "verb"
"siang hari";"daytime";"Biasanya saya bekerja di siang hari";"Usually I work during the daytime"; "noun"
"siapa";"who";"Siapa yang sedang mencari saya di telepon?";"Who is looking for me on the phone?"; "pronoun"
"Siapa itu?";"Who is that?";"Siapa itu di luar jendela?";"Who is that outside the window?"; "pronoun"
"Siapa namamu?";"What is your name?";"Orang yang tidak saya kenal bertanya, 'Siapa namamu?' "; "What's your name?" ; "pronoun"
"sibuk";"busy";"Dia sibuk menyelesaikan tugas akhirnya";"He is busy finishing his final project"; "adjective"
"sikat gigi";"toothbrush";"Saya selalu menggosok gigi dengan sikat gigi setiap pagi dan malam";"I always brush my teeth with a toothbrush every morning and night"; "verb, noun"
"siklon";"cyclone";"Daerah pantai tersebut terkena dampak siklon yang sangat besar";"The coastal area was hit by a very large cyclone"; "noun"
"siku";"elbow";"Saya terjatuh dan menyakitkan siku saya";"I fell and hurt my elbow"; "noun"
"SIM (Surat Izin Mengemudi)";"Driver's license";"Saya harus membuat SIM terlebih dahulu sebelum mengendarai mobil";"I have to get a driver's license first before driving a car"; "noun, noun"
"simpanse";"chimpanzee";"Simpanse adalah hewan yang sangat mirip dengan manusia";"Chimpanzees are animals that are very similar to humans"; "noun"
