"putih";"white";"Baju itu sangat putih dan bersih.";"That shirt is very white and clean.";"Adjective"
"Rabu";"Wednesday";"Kita akan bertemu di kafe pada Rabu ini.";"We will meet at the cafe this Wednesday.";"Noun"
"radio";"radio";"Saya suka mendengarkan radio di pagi hari.";"I like listening to the radio in the morning.";"Noun"
"rak buku";"bookshelf";"Aku perlu membeli rak buku baru untuk ruang kerjaku.";"I need to buy a new bookshelf for my office space.";"Noun"
"rakun";"raccoon";"Saya melihat seekor rakun di tempat sampah tadi malam.";"I saw a raccoon at the trash bin last night.";"Noun"
"rambu";"sign";"Ada ram bu stop di persimpangan jalan itu.";"There is a stop sign at that intersection.";"Noun"
"rambu stop";"stop sign";"Selalu berhenti di depan rambu stop.";"Always stop in front of the stop sign.";"Noun"
"rambut";"hair";"Dia memiliki rambut panjang yang indah.";"She has beautiful long hair.";"Noun"
"rambut cokelat";"brown hair";"Aku menemukan rambut cokelat di jok mobil kemarin.";"I found brown hair on the car seat yesterday.";"Noun"
"rambut hitam";"black hair";"Saya suka rambut hitam karena warnanya kuat.";"I like black hair because the color is strong.";"Noun"
"rambut merah";"red hair";"Tidak banyak orang memiliki rambut merah di keluargaku.";"Not many people in my family have red hair.";"Noun"
"rambut pirang";"blonde hair";"Dia adalah seorang wanita muda dengan rambut pirang panjang.";"She is a young woman with long blonde hair.";"Noun"
"rambut wajah";"facial hair";"Dia mulai menumbuhkan beberapa rambut wajah akhir-akhir ini.";"He has started growing some facial hair recently.";"Noun"
"ransel";"backpack";"Saya membawa buku-buku saya di dalam ransel ini.";"I carry my books in this backpack.";"Noun"
"rapat";"meeting";"Kami punya rapat dengan bos kami besok pagi.";"We have a meeting with our boss tomorrow morning.";"Noun"
"rapi";"neat";"Tolong rapihkan ruang tamu sebelum tamu datang.";"Please tidy up the living room before the guests arrive.";"Adjective"
"rawa";"swamp";"Ada banyak binatang liar di sekitar rawa itu.";"There are many wild animals around that swamp.";"Noun"
"rekan";"colleague";"Saya punya rekan kerja baru di kantor.";"I have a new colleague at work.";"Noun"
"rekan kerja";"coworker";"Saya bertemu rekan kerja saya di pusat perbelanjaan kemarin.";"I met my coworker at the shopping center yesterday.";"Noun"
"rel kereta";"train track";"Jangan pernah menyeberangi rel kereta saat lampu merah berkedip.";"Never cross the train tracks when the red lights are flashing.";"Noun"
