"dokumen";"documents";"Saya memeriksa dokumen itu sekali lagi sebelum mengirimnya";"I checked the documents once again before sending it";"Noun"
"dokumentasi";"documentation";"Dokumentasi tentang proyek tersebut belum selesai";"The documentation about the project is not yet finished";"Noun"
"dolar Amerika";"US dollar";"Harga dolar Amerika terus naik di pasar mata uang";"The price of US dollar keeps rising in the currency market";"Noun"
"domba";"sheep";"Kita bisa melihat domba yang berkeliaran di padang rumput tersebut";"We can see sheep roaming in that grassland";"Noun"
"dompet";"wallet";"Saya kehilangan dompetku saat sedang berbelanja di pusat perbelanjaan";"I lost my wallet while shopping at the mall";"Noun"
"dorong";"push";"Saya perlu dorongan untuk menyelesaikan proyek ini";"I need a push to complete this project";"Verb"
"drama";"drama";"Saya suka menonton drama Korea di televisi";"I like watching Korean dramas on TV";"Noun"
"drum";"drum";"Pemain drum itu sangat mahir dalam bermusik";"The drummer is very skilled at making music";"Noun"
"dua";"two";"Saya berbicara dengan dua orang di telepon saat ini";"I am talking to two people on the phone right now";"Number"
"dua belas";"twelve";"Ada dua belas buah apel di keranjang ini";"There are twelve apples in this basket";"Number"
"dua hari yang lalu";"two days ago";"Saya berjumpa dengan teman lama saya dua hari yang lalu";"I met my old friend two days ago";"Time Adverb"
"dua puluh";"twenty";"Saya perlu dua puluh menit untuk menuju ke kampus setiap hari";"I need twenty minutes to get to the campus every day";"Number"
"dua puluh dua";"twenty-two";"Umur saya sekarang dua puluh dua tahun";"My age now is twenty-two years old";"Number"
"dua puluh satu";"twenty-one";"Sebagian besar mahasiswa mulai kuliah di usia dua puluh satu tahun";"The majority of students start college at the age of twenty-one";"Number"
"dua ratus";"two hundred";"Harga ponsel tersebut adalah dua ratus dollar";"The price of the phone is two hundred dollars";"Number"
"dua ribu";"two thousand";"Nominal uang beasiswa yang saya terima dua ribu dolar";"The amount of scholarship money I received is two thousand dollars";"Number"
"Dubai";"Dubai";"Dubai adalah kota di Uni Emirat Arab";"Dubai is a city in the United Arab Emirates";"Proper Noun"
"DVD";"DVD";"Saya menyimpan koleksi DVD saya di rak buku";"I store my DVD collection on a bookshelf";"Noun"
"e-mail";"e-mail";"Saya menerima banyak e-mail setiap hari di kotak masuk saya";"I receive a lot of e-mails every day in my inbox";"Noun"
"earphone";"earphone";"Saya suka mendengarkan musik dengan earphone agar tidak mengganggu orang lain";"I like listening to music with earphones so as not to disturb others";"Noun"
